, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
1746,NARCOTICS,2020-05-31,5,121
1747,OFFENSE INVOLVING CHILDREN,2020-05-31,6,121
1748,OTHER OFFENSE,2020-05-31,19,121
1749,PUBLIC PEACE VIOLATION,2020-05-31,309,121
1750,ROBBERY,2020-05-31,81,121
1751,SEX OFFENSE,2020-05-31,2,121
1752,THEFT,2020-05-31,132,121
1753,WEAPONS VIOLATION,2020-05-31,49,121
1754,ARSON,2020-06-01,11,236
1755,ASSAULT,2020-06-01,45,236
1756,BATTERY,2020-06-01,124,236
1757,BURGLARY,2020-06-01,128,236
1758,CRIMINAL DAMAGE,2020-06-01,152,236
1759,CRIMINAL SEXUAL ASSAULT,2020-06-01,5,236
1760,CRIMINAL TRESPASS,2020-06-01,8,236
1761,DECEPTIVE PRACTICE,2020-06-01,51,236
1762,HOMICIDE,2020-06-01,5,236
1763,INTERFERENCE WITH PUBLIC OFFICER,2020-06-01,3,236
1764,INTIMIDATION,2020-06-01,1,236
1765,MOTOR VEHICLE THEFT,2020-06-01,34,236
1766,NARCOTICS,2020-06-01,13,236
1767,OFFENSE INVOLVING CHILDREN,2020-06-01,5,236
1768,OTHER OFFENSE,2020-06-01,34,236
1769,PUBLIC PEACE VIOLATION,2020-06-01,57,236
1770,ROBBERY,2020-06-01,30,236
1771,SEX OFFENSE,2020-06-01,4,236
1772,STALKING,2020-06-01,1,236
1773,THEFT,2020-06-01,96,236
1774,WEAPONS VIOLATION,2020-06-01,54,236
1775,ARSON,2020-06-02,7,246
1776,ASSAULT,2020-06-02,70,246
1777,BATTERY,2020-06-02,145,246
1778,BURGLARY,2020-06-02,51,246
1779,CONCEALED CARRY LICENSE VIOLATION,2020-06-02,1,246
1780,CRIMINAL DAMAGE,2020-06-02,108,246
1781,CRIMINAL SEXUAL ASSAULT,2020-06-02,2,246
1782,CRIMINAL TRESPASS,2020-06-02,11,246
1783,DECEPTIVE PRACTICE,2020-06-02,23,246
1784,HOMICIDE,2020-06-02,1,246
1785,INTERFERENCE WITH PUBLIC OFFICER,2020-06-02,1,246
1786,MOTOR VEHICLE THEFT,2020-06-02,33,246
1787,NARCOTICS,2020-06-02,6,246
1788,OBSCENITY,2020-06-02,1,246
1789,OFFENSE INVOLVING CHILDREN,2020-06-02,4,246
1790,OTHER OFFENSE,2020-06-02,28,246
1791,PUBLIC PEACE VIOLATION,2020-06-02,17,246
1792,ROBBERY,2020-06-02,24,246
1793,SEX OFFENSE,2020-06-02,1,246
1794,THEFT,2020-06-02,74,246
1795,WEAPONS VIOLATION,2020-06-02,61,246
1796,ARSON,2020-06-03,4,280
1797,ASSAULT,2020-06-03,68,280
1798,BATTERY,2020-06-03,129,280
1799,BURGLARY,2020-06-03,26,280
1800,CONCEALED CARRY LICENSE VIOLATION,2020-06-03,3,280
1801,CRIMINAL DAMAGE,2020-06-03,100,280
1802,CRIMINAL SEXUAL ASSAULT,2020-06-03,5,280
1803,CRIMINAL TRESPASS,2020-06-03,3,280
1804,DECEPTIVE PRACTICE,2020-06-03,23,280
1805,GAMBLING,2020-06-03,1,280
1806,HOMICIDE,2020-06-03,4,280
1807,INTERFERENCE WITH PUBLIC OFFICER,2020-06-03,2,280
1808,KIDNAPPING,2020-06-03,2,280
1809,MOTOR VEHICLE THEFT,2020-06-03,30,280
1810,NARCOTICS,2020-06-03,13,280
1811,OFFENSE INVOLVING CHILDREN,2020-06-03,2,280
1812,OTHER OFFENSE,2020-06-03,23,280
1813,PUBLIC PEACE VIOLATION,2020-06-03,10,280
1814,ROBBERY,2020-06-03,29,280
1815,SEX OFFENSE,2020-06-03,2,280
1816,STALKING,2020-06-03,2,280
1817,THEFT,2020-06-03,90,280
1818,WEAPONS VIOLATION,2020-06-03,49,280
1819,ARSON,2020-06-04,3,319
1820,ASSAULT,2020-06-04,57,319
1821,BATTERY,2020-06-04,111,319
1822,BURGLARY,2020-06-04,19,319
1823,CONCEALED CARRY LICENSE VIOLATION,2020-06-04,1,319
1824,CRIMINAL DAMAGE,2020-06-04,77,319
1825,CRIMINAL SEXUAL ASSAULT,2020-06-04,2,319
1826,CRIMINAL TRESPASS,2020-06-04,5,319
1827,DECEPTIVE PRACTICE,2020-06-04,24,319
1828,GAMBLING,2020-06-04,1,319
1829,HOMICIDE,2020-06-04,3,319
1830,INTERFERENCE WITH PUBLIC OFFICER,2020-06-04,1,319
1831,INTIMIDATION,2020-06-04,2,319
1832,MOTOR VEHICLE THEFT,2020-06-04,29,319
1833,NARCOTICS,2020-06-04,15,319
1834,OFFENSE INVOLVING CHILDREN,2020-06-04,3,319
1835,OTHER OFFENSE,2020-06-04,37,319
1836,PUBLIC PEACE VIOLATION,2020-06-04,5,319
1837,ROBBERY,2020-06-04,18,319
1838,SEX OFFENSE,2020-06-04,3,319
1839,THEFT,2020-06-04,70,319
1840,WEAPONS VIOLATION,2020-06-04,35,319
1841,ASSAULT,2020-06-05,44,339
1842,BATTERY,2020-06-05,115,339
1843,BURGLARY,2020-06-05,17,339
1844,CRIMINAL DAMAGE,2020-06-05,66,339
1845,CRIMINAL SEXUAL ASSAULT,2020-06-05,3,339
1846,CRIMINAL TRESPASS,2020-06-05,8,339
1847,DECEPTIVE PRACTICE,2020-06-05,28,339
1848,HOMICIDE,2020-06-05,1,339
1849,MOTOR VEHICLE THEFT,2020-06-05,37,339
1850,NARCOTICS,2020-06-05,14,339
1851,OFFENSE INVOLVING CHILDREN,2020-06-05,5,339
1852,OTHER OFFENSE,2020-06-05,33,339
1853,PUBLIC PEACE VIOLATION,2020-06-05,6,339
1854,ROBBERY,2020-06-05,18,339
1855,SEX OFFENSE,2020-06-05,1,339
1856,STALKING,2020-06-05,1,339
1857,THEFT,2020-06-05,98,339
1858,WEAPONS VIOLATION,2020-06-05,42,339
1859,ARSON,2020-06-06,4,170
1860,ASSAULT,2020-06-06,52,170
1861,BATTERY,2020-06-06,130,170
1862,BURGLARY,2020-06-06,18,170
1863,CONCEALED CARRY LICENSE VIOLATION,2020-06-06,1,170
1864,CRIMINAL DAMAGE,2020-06-06,68,170
1865,CRIMINAL SEXUAL ASSAULT,2020-06-06,2,170
1866,CRIMINAL TRESPASS,2020-06-06,9,170
1867,DECEPTIVE PRACTICE,2020-06-06,26,170
1868,HOMICIDE,2020-06-06,1,170
1869,INTERFERENCE WITH PUBLIC OFFICER,2020-06-06,1,170
1870,MOTOR VEHICLE THEFT,2020-06-06,26,170
1871,NARCOTICS,2020-06-06,7,170
1872,OFFENSE INVOLVING CHILDREN,2020-06-06,3,170
1873,OTHER OFFENSE,2020-06-06,31,170
1874,PUBLIC PEACE VIOLATION,2020-06-06,3,170
1875,ROBBERY,2020-06-06,18,170
1876,SEX OFFENSE,2020-06-06,2,170
1877,STALKING,2020-06-06,1,170
1878,THEFT,2020-06-06,92,170
1879,WEAPONS VIOLATION,2020-06-06,31,170
1880,ARSON,2020-06-07,1,110
1881,ASSAULT,2020-06-07,57,110
1882,BATTERY,2020-06-07,134,110
1883,BURGLARY,2020-06-07,17,110
1884,CONCEALED CARRY LICENSE VIOLATION,2020-06-07,1,110
1885,CRIMINAL DAMAGE,2020-06-07,77,110
1886,CRIMINAL SEXUAL ASSAULT,2020-06-07,3,110
1887,CRIMINAL TRESPASS,2020-06-07,10,110
1888,DECEPTIVE PRACTICE,2020-06-07,29,110
1889,GAMBLING,2020-06-07,1,110
1890,HOMICIDE,2020-06-07,4,110
1891,INTERFERENCE WITH PUBLIC OFFICER,2020-06-07,1,110
1892,MOTOR VEHICLE THEFT,2020-06-07,37,110
1893,NARCOTICS,2020-06-07,9,110
1894,OFFENSE INVOLVING CHILDREN,2020-06-07,6,110
1895,OTHER OFFENSE,2020-06-07,31,110
1896,PUBLIC PEACE VIOLATION,2020-06-07,3,110
1897,ROBBERY,2020-06-07,14,110
1898,SEX OFFENSE,2020-06-07,4,110
1899,THEFT,2020-06-07,76,110
1900,WEAPONS VIOLATION,2020-06-07,34,110
1901,ARSON,2020-06-08,1,274
1902,ASSAULT,2020-06-08,37,274
1903,BATTERY,2020-06-08,109,274
1904,BURGLARY,2020-06-08,21,274
1905,CRIMINAL DAMAGE,2020-06-08,72,274
1906,CRIMINAL SEXUAL ASSAULT,2020-06-08,1,274
1907,CRIMINAL TRESPASS,2020-06-08,8,274
1908,DECEPTIVE PRACTICE,2020-06-08,51,274
1909,HOMICIDE,2020-06-08,3,274
1910,INTERFERENCE WITH PUBLIC OFFICER,2020-06-08,2,274
1911,INTIMIDATION,2020-06-08,1,274
1912,MOTOR VEHICLE THEFT,2020-06-08,21,274
1913,NARCOTICS,2020-06-08,10,274
1914,OBSCENITY,2020-06-08,1,274
1915,OFFENSE INVOLVING CHILDREN,2020-06-08,6,274
1916,OTHER OFFENSE,2020-06-08,20,274
1917,PUBLIC PEACE VIOLATION,2020-06-08,3,274
1918,ROBBERY,2020-06-08,12,274
1919,SEX OFFENSE,2020-06-08,6,274
1920,STALKING,2020-06-08,1,274
1921,THEFT,2020-06-08,99,274
1922,WEAPONS VIOLATION,2020-06-08,36,274
1923,ARSON,2020-06-09,1,254
1924,ASSAULT,2020-06-09,37,254
1925,BATTERY,2020-06-09,100,254
1926,BURGLARY,2020-06-09,24,254
1927,CRIMINAL DAMAGE,2020-06-09,65,254
1928,CRIMINAL TRESPASS,2020-06-09,15,254
1929,DECEPTIVE PRACTICE,2020-06-09,26,254
1930,HOMICIDE,2020-06-09,2,254
1931,INTIMIDATION,2020-06-09,1,254
1932,KIDNAPPING,2020-06-09,1,254
1933,MOTOR VEHICLE THEFT,2020-06-09,17,254
1934,NARCOTICS,2020-06-09,13,254
1935,OFFENSE INVOLVING CHILDREN,2020-06-09,3,254
1936,OTHER OFFENSE,2020-06-09,31,254
1937,PUBLIC PEACE VIOLATION,2020-06-09,3,254
1938,ROBBERY,2020-06-09,10,254
1939,SEX OFFENSE,2020-06-09,2,254
1940,THEFT,2020-06-09,116,254
1941,WEAPONS VIOLATION,2020-06-09,24,254
1942,ARSON,2020-06-10,1,234
1943,ASSAULT,2020-06-10,50,234
1944,BATTERY,2020-06-10,112,234
1945,BURGLARY,2020-06-10,16,234
1946,CRIMINAL DAMAGE,2020-06-10,67,234
1947,CRIMINAL SEXUAL ASSAULT,2020-06-10,1,234
1948,CRIMINAL TRESPASS,2020-06-10,10,234
1949,DECEPTIVE PRACTICE,2020-06-10,32,234
1950,GAMBLING,2020-06-10,1,234
1951,HOMICIDE,2020-06-10,1,234
1952,INTERFERENCE WITH PUBLIC OFFICER,2020-06-10,3,234
1953,INTIMIDATION,2020-06-10,1,234
1954,MOTOR VEHICLE THEFT,2020-06-10,16,234
1955,NARCOTICS,2020-06-10,9,234
1956,OBSCENITY,2020-06-10,2,234
1957,OFFENSE INVOLVING CHILDREN,2020-06-10,4,234
1958,OTHER OFFENSE,2020-06-10,28,234
1959,PUBLIC PEACE VIOLATION,2020-06-10,2,234
1960,ROBBERY,2020-06-10,12,234
1961,SEX OFFENSE,2020-06-10,3,234
1962,THEFT,2020-06-10,95,234
1963,WEAPONS VIOLATION,2020-06-10,24,234
1964,ARSON,2020-06-11,3,201
1965,ASSAULT,2020-06-11,66,201
1966,BATTERY,2020-06-11,119,201
1967,BURGLARY,2020-06-11,20,201
1968,CRIMINAL DAMAGE,2020-06-11,72,201
1969,CRIMINAL SEXUAL ASSAULT,2020-06-11,5,201
1970,CRIMINAL TRESPASS,2020-06-11,3,201
1971,DECEPTIVE PRACTICE,2020-06-11,28,201
1972,HOMICIDE,2020-06-11,3,201
1973,INTIMIDATION,2020-06-11,1,201
1974,MOTOR VEHICLE THEFT,2020-06-11,24,201
1975,NARCOTICS,2020-06-11,21,201
1976,OFFENSE INVOLVING CHILDREN,2020-06-11,7,201
1977,OTHER OFFENSE,2020-06-11,30,201
1978,PUBLIC PEACE VIOLATION,2020-06-11,4,201
1979,ROBBERY,2020-06-11,18,201
1980,STALKING,2020-06-11,1,201
1981,THEFT,2020-06-11,98,201
1982,WEAPONS VIOLATION,2020-06-11,24,201
1983,ARSON,2020-06-12,2,248
1984,ASSAULT,2020-06-12,53,248
1985,BATTERY,2020-06-12,140,248
1986,BURGLARY,2020-06-12,23,248
1987,CRIMINAL DAMAGE,2020-06-12,83,248
1988,CRIMINAL SEXUAL ASSAULT,2020-06-12,4,248
1989,CRIMINAL TRESPASS,2020-06-12,12,248
1990,DECEPTIVE PRACTICE,2020-06-12,37,248
1991,INTIMIDATION,2020-06-12,1,248
1992,MOTOR VEHICLE THEFT,2020-06-12,30,248
1993,NARCOTICS,2020-06-12,17,248
1994,OFFENSE INVOLVING CHILDREN,2020-06-12,7,248
1995,OTHER OFFENSE,2020-06-12,31,248
1996,PROSTITUTION,2020-06-12,15,248
1997,PUBLIC PEACE VIOLATION,2020-06-12,4,248
1998,ROBBERY,2020-06-12,10,248
1999,SEX OFFENSE,2020-06-12,1,248
2000,THEFT,2020-06-12,114,248
2001,WEAPONS VIOLATION,2020-06-12,17,248
2002,ARSON,2020-06-13,1,121
2003,ASSAULT,2020-06-13,61,121
2004,BATTERY,2020-06-13,139,121
2005,BURGLARY,2020-06-13,17,121
2006,CRIMINAL DAMAGE,2020-06-13,74,121
2007,CRIMINAL SEXUAL ASSAULT,2020-06-13,1,121
2008,CRIMINAL TRESPASS,2020-06-13,14,121
2009,DECEPTIVE PRACTICE,2020-06-13,15,121
2010,HOMICIDE,2020-06-13,1,121
2011,INTERFERENCE WITH PUBLIC OFFICER,2020-06-13,1,121
2012,INTIMIDATION,2020-06-13,1,121
2013,MOTOR VEHICLE THEFT,2020-06-13,24,121
2014,NARCOTICS,2020-06-13,8,121
2015,OFFENSE INVOLVING CHILDREN,2020-06-13,2,121
2016,OTHER OFFENSE,2020-06-13,19,121
2017,PUBLIC PEACE VIOLATION,2020-06-13,1,121
2018,ROBBERY,2020-06-13,15,121
2019,SEX OFFENSE,2020-06-13,4,121
2020,STALKING,2020-06-13,1,121
2021,THEFT,2020-06-13,82,121
2022,WEAPONS VIOLATION,2020-06-13,20,121
2023,ARSON,2020-06-14,1,92
2024,ASSAULT,2020-06-14,63,92
2025,BATTERY,2020-06-14,134,92
2026,BURGLARY,2020-06-14,14,92
2027,CRIMINAL DAMAGE,2020-06-14,83,92
2028,CRIMINAL SEXUAL ASSAULT,2020-06-14,6,92
2029,CRIMINAL TRESPASS,2020-06-14,6,92
2030,DECEPTIVE PRACTICE,2020-06-14,17,92
2031,HOMICIDE,2020-06-14,2,92
2032,KIDNAPPING,2020-06-14,2,92
2033,MOTOR VEHICLE THEFT,2020-06-14,26,92
2034,NARCOTICS,2020-06-14,6,92
2035,OFFENSE INVOLVING CHILDREN,2020-06-14,8,92
2036,OTHER OFFENSE,2020-06-14,26,92
2037,PUBLIC PEACE VIOLATION,2020-06-14,3,92
2038,ROBBERY,2020-06-14,20,92
2039,SEX OFFENSE,2020-06-14,4,92
2040,STALKING,2020-06-14,1,92
2041,THEFT,2020-06-14,86,92
2042,WEAPONS VIOLATION,2020-06-14,24,92
2043,ARSON,2020-06-15,2,235
2044,ASSAULT,2020-06-15,55,235
2045,BATTERY,2020-06-15,136,235
2046,BURGLARY,2020-06-15,20,235
2047,CRIMINAL DAMAGE,2020-06-15,72,235
2048,CRIMINAL TRESPASS,2020-06-15,8,235
2049,DECEPTIVE PRACTICE,2020-06-15,40,235
2050,HOMICIDE,2020-06-15,4,235
2051,KIDNAPPING,2020-06-15,3,235
2052,MOTOR VEHICLE THEFT,2020-06-15,25,235
2053,NARCOTICS,2020-06-15,12,235
2054,OFFENSE INVOLVING CHILDREN,2020-06-15,5,235
2055,OTHER OFFENSE,2020-06-15,42,235
2056,PUBLIC PEACE VIOLATION,2020-06-15,3,235
2057,ROBBERY,2020-06-15,13,235
2058,SEX OFFENSE,2020-06-15,2,235
2059,THEFT,2020-06-15,109,235
2060,WEAPONS VIOLATION,2020-06-15,17,235
2061,ASSAULT,2020-06-16,44,212
2062,BATTERY,2020-06-16,111,212
2063,BURGLARY,2020-06-16,19,212
2064,CRIMINAL DAMAGE,2020-06-16,79,212
2065,CRIMINAL SEXUAL ASSAULT,2020-06-16,1,212
2066,CRIMINAL TRESPASS,2020-06-16,12,212
2067,DECEPTIVE PRACTICE,2020-06-16,36,212
2068,GAMBLING,2020-06-16,1,212
2069,HOMICIDE,2020-06-16,2,212
2070,INTERFERENCE WITH PUBLIC OFFICER,2020-06-16,1,212
2071,INTIMIDATION,2020-06-16,2,212
2072,MOTOR VEHICLE THEFT,2020-06-16,25,212
2073,NARCOTICS,2020-06-16,7,212
2074,OFFENSE INVOLVING CHILDREN,2020-06-16,3,212
2075,OTHER OFFENSE,2020-06-16,40,212
2076,PUBLIC PEACE VIOLATION,2020-06-16,6,212
2077,ROBBERY,2020-06-16,17,212
2078,SEX OFFENSE,2020-06-16,4,212
2079,STALKING,2020-06-16,2,212
2080,THEFT,2020-06-16,114,212
2081,WEAPONS VIOLATION,2020-06-16,19,212
2082,ARSON,2020-06-17,1,219
2083,ASSAULT,2020-06-17,57,219
2084,BATTERY,2020-06-17,137,219
2085,BURGLARY,2020-06-17,25,219
2086,CRIMINAL DAMAGE,2020-06-17,73,219
2087,CRIMINAL SEXUAL ASSAULT,2020-06-17,2,219
2088,CRIMINAL TRESPASS,2020-06-17,8,219
2089,DECEPTIVE PRACTICE,2020-06-17,42,219
2090,HOMICIDE,2020-06-17,1,219
2091,INTERFERENCE WITH PUBLIC OFFICER,2020-06-17,1,219
2092,KIDNAPPING,2020-06-17,2,219
2093,MOTOR VEHICLE THEFT,2020-06-17,17,219
2094,NARCOTICS,2020-06-17,14,219
2095,OFFENSE INVOLVING CHILDREN,2020-06-17,2,219
2096,OTHER OFFENSE,2020-06-17,35,219
2097,PROSTITUTION,2020-06-17,10,219
2098,PUBLIC PEACE VIOLATION,2020-06-17,2,219
2099,ROBBERY,2020-06-17,16,219
2100,SEX OFFENSE,2020-06-17,2,219
2101,STALKING,2020-06-17,1,219
2102,THEFT,2020-06-17,122,219
2103,WEAPONS VIOLATION,2020-06-17,23,219
2104,ARSON,2020-06-18,1,184
2105,ASSAULT,2020-06-18,58,184
2106,BATTERY,2020-06-18,137,184
2107,BURGLARY,2020-06-18,27,184
2108,CRIMINAL DAMAGE,2020-06-18,77,184
2109,CRIMINAL SEXUAL ASSAULT,2020-06-18,4,184
2110,CRIMINAL TRESPASS,2020-06-18,9,184
2111,DECEPTIVE PRACTICE,2020-06-18,43,184
2112,GAMBLING,2020-06-18,1,184
2113,HOMICIDE,2020-06-18,4,184
2114,INTERFERENCE WITH PUBLIC OFFICER,2020-06-18,1,184
2115,INTIMIDATION,2020-06-18,1,184
2116,KIDNAPPING,2020-06-18,1,184
2117,MOTOR VEHICLE THEFT,2020-06-18,25,184
2118,NARCOTICS,2020-06-18,11,184
2119,OFFENSE INVOLVING CHILDREN,2020-06-18,3,184
2120,OTHER OFFENSE,2020-06-18,39,184
2121,PUBLIC PEACE VIOLATION,2020-06-18,2,184
2122,ROBBERY,2020-06-18,20,184
2123,THEFT,2020-06-18,109,184
2124,WEAPONS VIOLATION,2020-06-18,21,184
2125,ARSON,2020-06-19,2,219
2126,ASSAULT,2020-06-19,60,219
2127,BATTERY,2020-06-19,132,219
2128,BURGLARY,2020-06-19,29,219
2129,CONCEALED CARRY LICENSE VIOLATION,2020-06-19,1,219
2130,CRIMINAL DAMAGE,2020-06-19,66,219
2131,CRIMINAL SEXUAL ASSAULT,2020-06-19,5,219
2132,CRIMINAL TRESPASS,2020-06-19,13,219
2133,DECEPTIVE PRACTICE,2020-06-19,38,219
2134,HOMICIDE,2020-06-19,6,219
2135,INTERFERENCE WITH PUBLIC OFFICER,2020-06-19,1,219
2136,MOTOR VEHICLE THEFT,2020-06-19,30,219
2137,NARCOTICS,2020-06-19,10,219
2138,OFFENSE INVOLVING CHILDREN,2020-06-19,7,219
2139,OTHER OFFENSE,2020-06-19,37,219
2140,PUBLIC PEACE VIOLATION,2020-06-19,1,219
2141,ROBBERY,2020-06-19,21,219
2142,STALKING,2020-06-19,2,219
2143,THEFT,2020-06-19,116,219
2144,WEAPONS VIOLATION,2020-06-19,14,219
2145,ARSON,2020-06-20,3,125
2146,ASSAULT,2020-06-20,78,125
2147,BATTERY,2020-06-20,173,125
2148,BURGLARY,2020-06-20,19,125
2149,CONCEALED CARRY LICENSE VIOLATION,2020-06-20,1,125
2150,CRIMINAL DAMAGE,2020-06-20,96,125
2151,CRIMINAL SEXUAL ASSAULT,2020-06-20,4,125
2152,CRIMINAL TRESPASS,2020-06-20,10,125
2153,DECEPTIVE PRACTICE,2020-06-20,33,125
2154,HOMICIDE,2020-06-20,5,125
2155,INTERFERENCE WITH PUBLIC OFFICER,2020-06-20,1,125
2156,MOTOR VEHICLE THEFT,2020-06-20,20,125
2157,NARCOTICS,2020-06-20,7,125
2158,OFFENSE INVOLVING CHILDREN,2020-06-20,11,125
2159,OTHER OFFENSE,2020-06-20,36,125
2160,PUBLIC PEACE VIOLATION,2020-06-20,1,125
2161,ROBBERY,2020-06-20,27,125
2162,SEX OFFENSE,2020-06-20,4,125
2163,THEFT,2020-06-20,98,125
2164,WEAPONS VIOLATION,2020-06-20,26,125
2165,ARSON,2020-06-21,5,47
2166,ASSAULT,2020-06-21,53,47
2167,BATTERY,2020-06-21,171,47
2168,BURGLARY,2020-06-21,8,47
2169,CRIMINAL DAMAGE,2020-06-21,90,47
2170,CRIMINAL SEXUAL ASSAULT,2020-06-21,1,47
2171,CRIMINAL TRESPASS,2020-06-21,6,47
2172,DECEPTIVE PRACTICE,2020-06-21,30,47
2173,HOMICIDE,2020-06-21,4,47
2174,INTIMIDATION,2020-06-21,2,47
2175,MOTOR VEHICLE THEFT,2020-06-21,25,47
2176,NARCOTICS,2020-06-21,8,47
2177,OFFENSE INVOLVING CHILDREN,2020-06-21,4,47
2178,OTHER OFFENSE,2020-06-21,26,47
2179,PUBLIC PEACE VIOLATION,2020-06-21,3,47
2180,ROBBERY,2020-06-21,15,47
2181,SEX OFFENSE,2020-06-21,5,47
2182,STALKING,2020-06-21,2,47
2183,THEFT,2020-06-21,109,47
2184,WEAPONS VIOLATION,2020-06-21,23,47
2185,ASSAULT,2020-06-22,69,219
2186,BATTERY,2020-06-22,158,219
2187,BURGLARY,2020-06-22,18,219
2188,CONCEALED CARRY LICENSE VIOLATION,2020-06-22,1,219
2189,CRIMINAL DAMAGE,2020-06-22,108,219
2190,CRIMINAL SEXUAL ASSAULT,2020-06-22,5,219
2191,CRIMINAL TRESPASS,2020-06-22,10,219
2192,DECEPTIVE PRACTICE,2020-06-22,31,219
2193,HOMICIDE,2020-06-22,5,219
2194,INTERFERENCE WITH PUBLIC OFFICER,2020-06-22,1,219
2195,INTIMIDATION,2020-06-22,3,219
2196,MOTOR VEHICLE THEFT,2020-06-22,23,219
2197,NARCOTICS,2020-06-22,9,219
2198,OFFENSE INVOLVING CHILDREN,2020-06-22,11,219
2199,OTHER OFFENSE,2020-06-22,43,219
2200,PUBLIC PEACE VIOLATION,2020-06-22,1,219
2201,ROBBERY,2020-06-22,22,219
2202,STALKING,2020-06-22,1,219
2203,THEFT,2020-06-22,126,219
2204,WEAPONS VIOLATION,2020-06-22,19,219
2205,ARSON,2020-06-23,2,233
2206,ASSAULT,2020-06-23,47,233
2207,BATTERY,2020-06-23,128,233
2208,BURGLARY,2020-06-23,21,233
2209,CONCEALED CARRY LICENSE VIOLATION,2020-06-23,1,233
2210,CRIMINAL DAMAGE,2020-06-23,72,233
2211,CRIMINAL SEXUAL ASSAULT,2020-06-23,2,233
2212,CRIMINAL TRESPASS,2020-06-23,13,233
2213,DECEPTIVE PRACTICE,2020-06-23,35,233
2214,HOMICIDE,2020-06-23,2,233
2215,INTERFERENCE WITH PUBLIC OFFICER,2020-06-23,1,233
2216,KIDNAPPING,2020-06-23,1,233
2217,MOTOR VEHICLE THEFT,2020-06-23,28,233
2218,NARCOTICS,2020-06-23,10,233
2219,OFFENSE INVOLVING CHILDREN,2020-06-23,2,233
2220,OTHER OFFENSE,2020-06-23,38,233
2221,PUBLIC PEACE VIOLATION,2020-06-23,3,233
2222,ROBBERY,2020-06-23,21,233
2223,SEX OFFENSE,2020-06-23,3,233
2224,THEFT,2020-06-23,121,233
2225,WEAPONS VIOLATION,2020-06-23,19,233
2226,ARSON,2020-06-24,3,243
2227,ASSAULT,2020-06-24,65,243
2228,BATTERY,2020-06-24,130,243
2229,BURGLARY,2020-06-24,18,243
2230,CRIMINAL DAMAGE,2020-06-24,72,243
2231,CRIMINAL SEXUAL ASSAULT,2020-06-24,3,243
2232,CRIMINAL TRESPASS,2020-06-24,9,243
2233,DECEPTIVE PRACTICE,2020-06-24,42,243
2234,HOMICIDE,2020-06-24,3,243
2235,INTERFERENCE WITH PUBLIC OFFICER,2020-06-24,1,243
2236,MOTOR VEHICLE THEFT,2020-06-24,15,243
2237,NARCOTICS,2020-06-24,17,243
2238,OFFENSE INVOLVING CHILDREN,2020-06-24,8,243
2239,OTHER OFFENSE,2020-06-24,41,243
2240,PROSTITUTION,2020-06-24,6,243
2241,PUBLIC PEACE VIOLATION,2020-06-24,1,243
2242,ROBBERY,2020-06-24,26,243
2243,SEX OFFENSE,2020-06-24,7,243
2244,STALKING,2020-06-24,2,243
2245,THEFT,2020-06-24,97,243
2246,WEAPONS VIOLATION,2020-06-24,14,243
2247,ARSON,2020-06-25,2,248
2248,ASSAULT,2020-06-25,78,248
2249,BATTERY,2020-06-25,117,248
2250,BURGLARY,2020-06-25,32,248
2251,CONCEALED CARRY LICENSE VIOLATION,2020-06-25,1,248
2252,CRIMINAL DAMAGE,2020-06-25,91,248
2253,CRIMINAL SEXUAL ASSAULT,2020-06-25,7,248
2254,CRIMINAL TRESPASS,2020-06-25,16,248
2255,DECEPTIVE PRACTICE,2020-06-25,38,248
2256,HOMICIDE,2020-06-25,3,248
2257,INTERFERENCE WITH PUBLIC OFFICER,2020-06-25,1,248
2258,INTIMIDATION,2020-06-25,1,248
2259,MOTOR VEHICLE THEFT,2020-06-25,25,248
2260,NARCOTICS,2020-06-25,15,248
2261,OFFENSE INVOLVING CHILDREN,2020-06-25,2,248
2262,OTHER OFFENSE,2020-06-25,31,248
2263,PUBLIC PEACE VIOLATION,2020-06-25,1,248
2264,ROBBERY,2020-06-25,20,248
2265,SEX OFFENSE,2020-06-25,4,248
2266,THEFT,2020-06-25,110,248
2267,WEAPONS VIOLATION,2020-06-25,16,248
2268,ARSON,2020-06-26,2,218
2269,ASSAULT,2020-06-26,63,218
2270,BATTERY,2020-06-26,108,218
2271,BURGLARY,2020-06-26,25,218
2272,CONCEALED CARRY LICENSE VIOLATION,2020-06-26,1,218
2273,CRIMINAL DAMAGE,2020-06-26,78,218
2274,CRIMINAL SEXUAL ASSAULT,2020-06-26,5,218
2275,CRIMINAL TRESPASS,2020-06-26,9,218
2276,DECEPTIVE PRACTICE,2020-06-26,27,218
2277,HOMICIDE,2020-06-26,1,218
2278,MOTOR VEHICLE THEFT,2020-06-26,28,218
2279,NARCOTICS,2020-06-26,12,218
2280,OFFENSE INVOLVING CHILDREN,2020-06-26,9,218
2281,OTHER OFFENSE,2020-06-26,26,218
2282,PUBLIC PEACE VIOLATION,2020-06-26,3,218
2283,ROBBERY,2020-06-26,21,218
2284,SEX OFFENSE,2020-06-26,1,218
2285,STALKING,2020-06-26,1,218
2286,THEFT,2020-06-26,119,218
2287,WEAPONS VIOLATION,2020-06-26,12,218
2288,ARSON,2020-06-27,3,130
2289,ASSAULT,2020-06-27,54,130
2290,BATTERY,2020-06-27,143,130
2291,BURGLARY,2020-06-27,12,130
2292,CRIMINAL DAMAGE,2020-06-27,89,130
