, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
3819,ASSAULT,2020-11-13,34,"2,648"
3816,BATTERY,2020-11-13,80,"2,648"
3822,BURGLARY,2020-11-13,23,"2,648"
3818,CRIMINAL DAMAGE,2020-11-13,66,"2,648"
3827,CRIMINAL SEXUAL ASSAULT,2020-11-13,5,"2,648"
3826,CRIMINAL TRESPASS,2020-11-13,9,"2,648"
3817,DECEPTIVE PRACTICE,2020-11-13,72,"2,648"
3832,HOMICIDE,2020-11-13,2,"2,648"
3830,INTERFERENCE WITH PUBLIC OFFICER,2020-11-13,2,"2,648"
3831,INTIMIDATION,2020-11-13,2,"2,648"
3835,KIDNAPPING,2020-11-13,1,"2,648"
3836,LIQUOR LAW VIOLATION,2020-11-13,1,"2,648"
3821,MOTOR VEHICLE THEFT,2020-11-13,25,"2,648"
3823,NARCOTICS,2020-11-13,16,"2,648"
3828,OFFENSE INVOLVING CHILDREN,2020-11-13,5,"2,648"
3820,OTHER OFFENSE,2020-11-13,32,"2,648"
3834,PROSTITUTION,2020-11-13,1,"2,648"
3833,PUBLIC PEACE VIOLATION,2020-11-13,2,"2,648"
3824,ROBBERY,2020-11-13,15,"2,648"
3837,SEX OFFENSE,2020-11-13,1,"2,648"
3815,THEFT,2020-11-13,112,"2,648"
3825,WEAPONS VIOLATION,2020-11-13,15,"2,648"
5342,ASSAULT,2020-11-14,46,"1,372"
5339,BATTERY,2020-11-14,97,"1,372"
5349,BURGLARY,2020-11-14,15,"1,372"
5341,CRIMINAL DAMAGE,2020-11-14,59,"1,372"
5356,CRIMINAL SEXUAL ASSAULT,2020-11-14,1,"1,372"
5351,CRIMINAL TRESPASS,2020-11-14,5,"1,372"
5344,DECEPTIVE PRACTICE,2020-11-14,32,"1,372"
5352,HOMICIDE,2020-11-14,2,"1,372"
5343,MOTOR VEHICLE THEFT,2020-11-14,33,"1,372"
5348,NARCOTICS,2020-11-14,16,"1,372"
5350,OFFENSE INVOLVING CHILDREN,2020-11-14,6,"1,372"
5345,OTHER OFFENSE,2020-11-14,28,"1,372"
5354,PUBLIC PEACE VIOLATION,2020-11-14,1,"1,372"
5346,ROBBERY,2020-11-14,18,"1,372"
5355,SEX OFFENSE,2020-11-14,1,"1,372"
5353,STALKING,2020-11-14,1,"1,372"
5340,THEFT,2020-11-14,85,"1,372"
5347,WEAPONS VIOLATION,2020-11-14,18,"1,372"
3910,ARSON,2020-11-15,3,811
3900,ASSAULT,2020-11-15,44,811
3897,BATTERY,2020-11-15,111,811
3906,BURGLARY,2020-11-15,16,811
3899,CRIMINAL DAMAGE,2020-11-15,71,811
3911,CRIMINAL SEXUAL ASSAULT,2020-11-15,3,811
3908,CRIMINAL TRESPASS,2020-11-15,12,811
3901,DECEPTIVE PRACTICE,2020-11-15,42,811
3914,INTERFERENCE WITH PUBLIC OFFICER,2020-11-15,1,811
3903,MOTOR VEHICLE THEFT,2020-11-15,25,811
3907,NARCOTICS,2020-11-15,13,811
3909,OFFENSE INVOLVING CHILDREN,2020-11-15,4,811
3902,OTHER OFFENSE,2020-11-15,27,811
3912,PUBLIC PEACE VIOLATION,2020-11-15,2,811
3905,ROBBERY,2020-11-15,18,811
3913,SEX OFFENSE,2020-11-15,1,811
3898,THEFT,2020-11-15,93,811
3904,WEAPONS VIOLATION,2020-11-15,22,811
5864,ARSON,2020-11-16,1,"2,527"
5855,ASSAULT,2020-11-16,39,"2,527"
5850,BATTERY,2020-11-16,92,"2,527"
5858,BURGLARY,2020-11-16,24,"2,527"
5867,CONCEALED CARRY LICENSE VIOLATION,2020-11-16,1,"2,527"
5853,CRIMINAL DAMAGE,2020-11-16,53,"2,527"
5863,CRIMINAL SEXUAL ASSAULT,2020-11-16,3,"2,527"
5861,CRIMINAL TRESPASS,2020-11-16,4,"2,527"
5852,DECEPTIVE PRACTICE,2020-11-16,62,"2,527"
5869,HOMICIDE,2020-11-16,1,"2,527"
5868,INTERFERENCE WITH PUBLIC OFFICER,2020-11-16,1,"2,527"
5854,MOTOR VEHICLE THEFT,2020-11-16,48,"2,527"
5859,NARCOTICS,2020-11-16,16,"2,527"
5862,OFFENSE INVOLVING CHILDREN,2020-11-16,3,"2,527"
5856,OTHER OFFENSE,2020-11-16,32,"2,527"
5865,PUBLIC PEACE VIOLATION,2020-11-16,1,"2,527"
5860,ROBBERY,2020-11-16,15,"2,527"
5866,SEX OFFENSE,2020-11-16,1,"2,527"
5851,THEFT,2020-11-16,85,"2,527"
5857,WEAPONS VIOLATION,2020-11-16,24,"2,527"
4671,ASSAULT,2020-11-17,54,"2,403"
4669,BATTERY,2020-11-17,75,"2,403"
4678,BURGLARY,2020-11-17,15,"2,403"
4672,CRIMINAL DAMAGE,2020-11-17,45,"2,403"
4679,CRIMINAL TRESPASS,2020-11-17,5,"2,403"
4670,DECEPTIVE PRACTICE,2020-11-17,61,"2,403"
4685,INTERFERENCE WITH PUBLIC OFFICER,2020-11-17,1,"2,403"
4686,INTIMIDATION,2020-11-17,1,"2,403"
4681,KIDNAPPING,2020-11-17,2,"2,403"
4675,MOTOR VEHICLE THEFT,2020-11-17,25,"2,403"
4674,NARCOTICS,2020-11-17,26,"2,403"
4680,OFFENSE INVOLVING CHILDREN,2020-11-17,5,"2,403"
4673,OTHER OFFENSE,2020-11-17,33,"2,403"
4683,RITUALISM,2020-11-17,1,"2,403"
4676,ROBBERY,2020-11-17,20,"2,403"
4684,SEX OFFENSE,2020-11-17,1,"2,403"
4682,STALKING,2020-11-17,1,"2,403"
4668,THEFT,2020-11-17,104,"2,403"
4677,WEAPONS VIOLATION,2020-11-17,17,"2,403"
3793,ARSON,2020-11-18,1,"2,272"
3782,ASSAULT,2020-11-18,34,"2,272"
3778,BATTERY,2020-11-18,68,"2,272"
3787,BURGLARY,2020-11-18,14,"2,272"
3779,CRIMINAL DAMAGE,2020-11-18,65,"2,272"
3792,CRIMINAL SEXUAL ASSAULT,2020-11-18,2,"2,272"
3788,CRIMINAL TRESPASS,2020-11-18,12,"2,272"
3780,DECEPTIVE PRACTICE,2020-11-18,58,"2,272"
3794,HOMICIDE,2020-11-18,1,"2,272"
3781,MOTOR VEHICLE THEFT,2020-11-18,35,"2,272"
3786,NARCOTICS,2020-11-18,15,"2,272"
3790,OFFENSE INVOLVING CHILDREN,2020-11-18,3,"2,272"
3784,OTHER OFFENSE,2020-11-18,22,"2,272"
3791,PUBLIC PEACE VIOLATION,2020-11-18,3,"2,272"
3783,ROBBERY,2020-11-18,24,"2,272"
3789,SEX OFFENSE,2020-11-18,3,"2,272"
3777,THEFT,2020-11-18,112,"2,272"
3785,WEAPONS VIOLATION,2020-11-18,16,"2,272"
4871,ARSON,2020-11-19,1,"2,090"
4861,ASSAULT,2020-11-19,46,"2,090"
4858,BATTERY,2020-11-19,98,"2,090"
4867,BURGLARY,2020-11-19,8,"2,090"
4859,CRIMINAL DAMAGE,2020-11-19,75,"2,090"
4870,CRIMINAL SEXUAL ASSAULT,2020-11-19,2,"2,090"
4866,CRIMINAL TRESPASS,2020-11-19,8,"2,090"
4860,DECEPTIVE PRACTICE,2020-11-19,49,"2,090"
4864,MOTOR VEHICLE THEFT,2020-11-19,28,"2,090"
4868,NARCOTICS,2020-11-19,7,"2,090"
4869,OFFENSE INVOLVING CHILDREN,2020-11-19,3,"2,090"
4863,OTHER OFFENSE,2020-11-19,30,"2,090"
4862,ROBBERY,2020-11-19,39,"2,090"
4872,SEX OFFENSE,2020-11-19,1,"2,090"
4857,THEFT,2020-11-19,102,"2,090"
4865,WEAPONS VIOLATION,2020-11-19,14,"2,090"
2526,ASSAULT,2020-11-20,56,"2,253"
2523,BATTERY,2020-11-20,121,"2,253"
2531,BURGLARY,2020-11-20,23,"2,253"
2525,CRIMINAL DAMAGE,2020-11-20,63,"2,253"
2536,CRIMINAL SEXUAL ASSAULT,2020-11-20,3,"2,253"
2534,CRIMINAL TRESPASS,2020-11-20,7,"2,253"
2524,DECEPTIVE PRACTICE,2020-11-20,76,"2,253"
2538,HOMICIDE,2020-11-20,2,"2,253"
2535,INTERFERENCE WITH PUBLIC OFFICER,2020-11-20,4,"2,253"
2527,MOTOR VEHICLE THEFT,2020-11-20,36,"2,253"
2532,NARCOTICS,2020-11-20,13,"2,253"
2533,OFFENSE INVOLVING CHILDREN,2020-11-20,7,"2,253"
2528,OTHER OFFENSE,2020-11-20,32,"2,253"
2537,PUBLIC PEACE VIOLATION,2020-11-20,3,"2,253"
2529,ROBBERY,2020-11-20,31,"2,253"
2540,SEX OFFENSE,2020-11-20,1,"2,253"
2539,STALKING,2020-11-20,1,"2,253"
2522,THEFT,2020-11-20,125,"2,253"
2530,WEAPONS VIOLATION,2020-11-20,28,"2,253"
5258,ARSON,2020-11-21,1,"1,254"
5243,ASSAULT,2020-11-21,44,"1,254"
5241,BATTERY,2020-11-21,90,"1,254"
5249,BURGLARY,2020-11-21,24,"1,254"
5242,CRIMINAL DAMAGE,2020-11-21,66,"1,254"
5253,CRIMINAL SEXUAL ASSAULT,2020-11-21,4,"1,254"
5251,CRIMINAL TRESPASS,2020-11-21,10,"1,254"
5248,DECEPTIVE PRACTICE,2020-11-21,26,"1,254"
5260,GAMBLING,2020-11-21,1,"1,254"
5256,HOMICIDE,2020-11-21,3,"1,254"
5255,INTERFERENCE WITH PUBLIC OFFICER,2020-11-21,3,"1,254"
5259,KIDNAPPING,2020-11-21,1,"1,254"
5244,MOTOR VEHICLE THEFT,2020-11-21,40,"1,254"
5250,NARCOTICS,2020-11-21,12,"1,254"
5252,OFFENSE INVOLVING CHILDREN,2020-11-21,4,"1,254"
5247,OTHER OFFENSE,2020-11-21,31,"1,254"
5257,PUBLIC PEACE VIOLATION,2020-11-21,2,"1,254"
5245,ROBBERY,2020-11-21,34,"1,254"
5254,SEX OFFENSE,2020-11-21,3,"1,254"
5240,THEFT,2020-11-21,98,"1,254"
5246,WEAPONS VIOLATION,2020-11-21,31,"1,254"
5616,ARSON,2020-11-22,3,771
5606,ASSAULT,2020-11-22,35,771
5602,BATTERY,2020-11-22,94,771
5612,BURGLARY,2020-11-22,18,771
5619,CONCEALED CARRY LICENSE VIOLATION,2020-11-22,1,771
5604,CRIMINAL DAMAGE,2020-11-22,74,771
5618,CRIMINAL SEXUAL ASSAULT,2020-11-22,1,771
5613,CRIMINAL TRESPASS,2020-11-22,11,771
5605,DECEPTIVE PRACTICE,2020-11-22,48,771
5620,HOMICIDE,2020-11-22,1,771
5607,MOTOR VEHICLE THEFT,2020-11-22,34,771
5611,NARCOTICS,2020-11-22,18,771
5614,OFFENSE INVOLVING CHILDREN,2020-11-22,6,771
5609,OTHER OFFENSE,2020-11-22,24,771
5617,PUBLIC PEACE VIOLATION,2020-11-22,2,771
5608,ROBBERY,2020-11-22,31,771
5615,STALKING,2020-11-22,3,771
5603,THEFT,2020-11-22,78,771
5610,WEAPONS VIOLATION,2020-11-22,20,771
5965,ARSON,2020-11-23,1,"2,321"
5952,ASSAULT,2020-11-23,52,"2,321"
5948,BATTERY,2020-11-23,91,"2,321"
5956,BURGLARY,2020-11-23,22,"2,321"
5950,CRIMINAL DAMAGE,2020-11-23,61,"2,321"
5961,CRIMINAL SEXUAL ASSAULT,2020-11-23,4,"2,321"
5959,CRIMINAL TRESPASS,2020-11-23,7,"2,321"
5951,DECEPTIVE PRACTICE,2020-11-23,54,"2,321"
5963,HOMICIDE,2020-11-23,2,"2,321"
5968,INTERFERENCE WITH PUBLIC OFFICER,2020-11-23,1,"2,321"
5962,INTIMIDATION,2020-11-23,2,"2,321"
5954,MOTOR VEHICLE THEFT,2020-11-23,39,"2,321"
5958,NARCOTICS,2020-11-23,13,"2,321"
5960,OFFENSE INVOLVING CHILDREN,2020-11-23,6,"2,321"
5955,OTHER OFFENSE,2020-11-23,25,"2,321"
5966,PROSTITUTION,2020-11-23,1,"2,321"
5967,PUBLIC PEACE VIOLATION,2020-11-23,1,"2,321"
5953,ROBBERY,2020-11-23,42,"2,321"
5964,SEX OFFENSE,2020-11-23,2,"2,321"
5949,THEFT,2020-11-23,85,"2,321"
5957,WEAPONS VIOLATION,2020-11-23,17,"2,321"
5373,ARSON,2020-11-24,3,"1,892"
5361,ASSAULT,2020-11-24,41,"1,892"
5358,BATTERY,2020-11-24,74,"1,892"
5367,BURGLARY,2020-11-24,14,"1,892"
5360,CRIMINAL DAMAGE,2020-11-24,48,"1,892"
5369,CRIMINAL SEXUAL ASSAULT,2020-11-24,6,"1,892"
5368,CRIMINAL TRESPASS,2020-11-24,10,"1,892"
5359,DECEPTIVE PRACTICE,2020-11-24,59,"1,892"
5372,HOMICIDE,2020-11-24,3,"1,892"
5376,INTERFERENCE WITH PUBLIC OFFICER,2020-11-24,1,"1,892"
5377,INTIMIDATION,2020-11-24,1,"1,892"
5374,KIDNAPPING,2020-11-24,1,"1,892"
5363,MOTOR VEHICLE THEFT,2020-11-24,31,"1,892"
5366,NARCOTICS,2020-11-24,14,"1,892"
5370,OFFENSE INVOLVING CHILDREN,2020-11-24,5,"1,892"
5362,OTHER OFFENSE,2020-11-24,33,"1,892"
5364,ROBBERY,2020-11-24,30,"1,892"
5371,SEX OFFENSE,2020-11-24,3,"1,892"
5375,STALKING,2020-11-24,1,"1,892"
5357,THEFT,2020-11-24,97,"1,892"
5365,WEAPONS VIOLATION,2020-11-24,20,"1,892"
5753,ARSON,2020-11-25,1,"1,771"
5742,ASSAULT,2020-11-25,41,"1,771"
5739,BATTERY,2020-11-25,82,"1,771"
5748,BURGLARY,2020-11-25,17,"1,771"
5740,CRIMINAL DAMAGE,2020-11-25,54,"1,771"
5750,CRIMINAL SEXUAL ASSAULT,2020-11-25,4,"1,771"
5751,CRIMINAL TRESPASS,2020-11-25,4,"1,771"
5741,DECEPTIVE PRACTICE,2020-11-25,51,"1,771"
5743,MOTOR VEHICLE THEFT,2020-11-25,28,"1,771"
5747,NARCOTICS,2020-11-25,18,"1,771"
5749,OFFENSE INVOLVING CHILDREN,2020-11-25,7,"1,771"
5744,OTHER OFFENSE,2020-11-25,27,"1,771"
5752,PUBLIC PEACE VIOLATION,2020-11-25,2,"1,771"
5745,ROBBERY,2020-11-25,22,"1,771"
5755,SEX OFFENSE,2020-11-25,1,"1,771"
5754,STALKING,2020-11-25,1,"1,771"
5738,THEFT,2020-11-25,94,"1,771"
5746,WEAPONS VIOLATION,2020-11-25,21,"1,771"
6329,ARSON,2020-11-26,3,251
6318,ASSAULT,2020-11-26,40,251
6315,BATTERY,2020-11-26,83,251
6320,BURGLARY,2020-11-26,26,251
6316,CRIMINAL DAMAGE,2020-11-26,57,251
6332,CRIMINAL SEXUAL ASSAULT,2020-11-26,1,251
6326,CRIMINAL TRESPASS,2020-11-26,7,251
6321,DECEPTIVE PRACTICE,2020-11-26,19,251
6333,HOMICIDE,2020-11-26,1,251
6322,MOTOR VEHICLE THEFT,2020-11-26,18,251
6328,NARCOTICS,2020-11-26,3,251
6325,OFFENSE INVOLVING CHILDREN,2020-11-26,9,251
6323,OTHER OFFENSE,2020-11-26,17,251
6330,PROSTITUTION,2020-11-26,1,251
6324,ROBBERY,2020-11-26,13,251
6327,SEX OFFENSE,2020-11-26,3,251
6331,STALKING,2020-11-26,1,251
6317,THEFT,2020-11-26,53,251
6319,WEAPONS VIOLATION,2020-11-26,27,251
3731,ARSON,2020-11-27,2,"1,190"
3721,ASSAULT,2020-11-27,35,"1,190"
3716,BATTERY,2020-11-27,112,"1,190"
3726,BURGLARY,2020-11-27,21,"1,190"
3735,CONCEALED CARRY LICENSE VIOLATION,2020-11-27,1,"1,190"
3718,CRIMINAL DAMAGE,2020-11-27,69,"1,190"
3729,CRIMINAL SEXUAL ASSAULT,2020-11-27,5,"1,190"
3727,CRIMINAL TRESPASS,2020-11-27,8,"1,190"
3720,DECEPTIVE PRACTICE,2020-11-27,44,"1,190"
3730,HOMICIDE,2020-11-27,5,"1,190"
3736,INTIMIDATION,2020-11-27,1,"1,190"
3723,MOTOR VEHICLE THEFT,2020-11-27,27,"1,190"
3724,NARCOTICS,2020-11-27,26,"1,190"
3728,OFFENSE INVOLVING CHILDREN,2020-11-27,7,"1,190"
3722,OTHER OFFENSE,2020-11-27,28,"1,190"
3734,PUBLIC PEACE VIOLATION,2020-11-27,1,"1,190"
3725,ROBBERY,2020-11-27,24,"1,190"
3733,SEX OFFENSE,2020-11-27,1,"1,190"
3732,STALKING,2020-11-27,1,"1,190"
3717,THEFT,2020-11-27,101,"1,190"
3719,WEAPONS VIOLATION,2020-11-27,51,"1,190"
5445,ARSON,2020-11-28,5,"1,331"
5434,ASSAULT,2020-11-28,39,"1,331"
5432,BATTERY,2020-11-28,75,"1,331"
5441,BURGLARY,2020-11-28,14,"1,331"
5453,CONCEALED CARRY LICENSE VIOLATION,2020-11-28,1,"1,331"
5433,CRIMINAL DAMAGE,2020-11-28,60,"1,331"
5444,CRIMINAL SEXUAL ASSAULT,2020-11-28,5,"1,331"
5442,CRIMINAL TRESPASS,2020-11-28,9,"1,331"
5437,DECEPTIVE PRACTICE,2020-11-28,31,"1,331"
5447,HOMICIDE,2020-11-28,2,"1,331"
5446,INTERFERENCE WITH PUBLIC OFFICER,2020-11-28,3,"1,331"
5454,INTIMIDATION,2020-11-28,1,"1,331"
5450,LIQUOR LAW VIOLATION,2020-11-28,1,"1,331"
5436,MOTOR VEHICLE THEFT,2020-11-28,32,"1,331"
5440,NARCOTICS,2020-11-28,16,"1,331"
5443,OFFENSE INVOLVING CHILDREN,2020-11-28,7,"1,331"
5439,OTHER OFFENSE,2020-11-28,20,"1,331"
5449,PROSTITUTION,2020-11-28,1,"1,331"
5448,PUBLIC PEACE VIOLATION,2020-11-28,2,"1,331"
5438,ROBBERY,2020-11-28,24,"1,331"
5452,SEX OFFENSE,2020-11-28,1,"1,331"
5451,STALKING,2020-11-28,1,"1,331"
5431,THEFT,2020-11-28,96,"1,331"
5435,WEAPONS VIOLATION,2020-11-28,39,"1,331"
3490,ARSON,2020-11-29,2,872
3479,ASSAULT,2020-11-29,34,872
3475,BATTERY,2020-11-29,115,872
3485,BURGLARY,2020-11-29,13,872
3477,CRIMINAL DAMAGE,2020-11-29,69,872
3487,CRIMINAL SEXUAL ASSAULT,2020-11-29,6,872
3486,CRIMINAL TRESPASS,2020-11-29,9,872
3478,DECEPTIVE PRACTICE,2020-11-29,49,872
3488,HOMICIDE,2020-11-29,4,872
3494,INTIMIDATION,2020-11-29,1,872
3483,MOTOR VEHICLE THEFT,2020-11-29,27,872
3484,NARCOTICS,2020-11-29,21,872
3491,OFFENSE INVOLVING CHILDREN,2020-11-29,1,872
3481,OTHER OFFENSE,2020-11-29,32,872
3492,PUBLIC INDECENCY,2020-11-29,1,872
3480,ROBBERY,2020-11-29,34,872
3489,SEX OFFENSE,2020-11-29,3,872
3493,STALKING,2020-11-29,1,872
3476,THEFT,2020-11-29,71,872
3482,WEAPONS VIOLATION,2020-11-29,29,872
4936,ASSAULT,2020-11-30,35,"2,315"
4933,BATTERY,2020-11-30,95,"2,315"
4940,BURGLARY,2020-11-30,18,"2,315"
4935,CRIMINAL DAMAGE,2020-11-30,36,"2,315"
4947,CRIMINAL SEXUAL ASSAULT,2020-11-30,2,"2,315"
4943,CRIMINAL TRESPASS,2020-11-30,6,"2,315"
4934,DECEPTIVE PRACTICE,2020-11-30,68,"2,315"
4951,HOMICIDE,2020-11-30,1,"2,315"
4946,INTERFERENCE WITH PUBLIC OFFICER,2020-11-30,2,"2,315"
4950,INTIMIDATION,2020-11-30,1,"2,315"
4948,KIDNAPPING,2020-11-30,1,"2,315"
4938,MOTOR VEHICLE THEFT,2020-11-30,25,"2,315"
4942,NARCOTICS,2020-11-30,10,"2,315"
4945,OFFENSE INVOLVING CHILDREN,2020-11-30,3,"2,315"
4937,OTHER OFFENSE,2020-11-30,30,"2,315"
4949,PUBLIC PEACE VIOLATION,2020-11-30,1,"2,315"
4941,ROBBERY,2020-11-30,14,"2,315"
4944,SEX OFFENSE,2020-11-30,5,"2,315"
4932,THEFT,2020-11-30,101,"2,315"
4939,WEAPONS VIOLATION,2020-11-30,23,"2,315"
3751,ARSON,2020-12-01,2,"2,105"
3740,ASSAULT,2020-12-01,38,"2,105"
3739,BATTERY,2020-12-01,83,"2,105"
3746,BURGLARY,2020-12-01,18,"2,105"
3741,CRIMINAL DAMAGE,2020-12-01,37,"2,105"
3752,CRIMINAL SEXUAL ASSAULT,2020-12-01,2,"2,105"
3748,CRIMINAL TRESPASS,2020-12-01,6,"2,105"
3738,DECEPTIVE PRACTICE,2020-12-01,102,"2,105"
3753,INTERFERENCE WITH PUBLIC OFFICER,2020-12-01,1,"2,105"
3754,INTIMIDATION,2020-12-01,1,"2,105"
3743,MOTOR VEHICLE THEFT,2020-12-01,29,"2,105"
3747,NARCOTICS,2020-12-01,15,"2,105"
3749,OFFENSE INVOLVING CHILDREN,2020-12-01,3,"2,105"
3742,OTHER OFFENSE,2020-12-01,31,"2,105"
3745,ROBBERY,2020-12-01,20,"2,105"
3750,SEX OFFENSE,2020-12-01,2,"2,105"
3737,THEFT,2020-12-01,112,"2,105"
3744,WEAPONS VIOLATION,2020-12-01,20,"2,105"
4229,ARSON,2020-12-02,1,"1,974"
4219,ASSAULT,2020-12-02,35,"1,974"
4216,BATTERY,2020-12-02,81,"1,974"
4225,BURGLARY,2020-12-02,14,"1,974"
4218,CRIMINAL DAMAGE,2020-12-02,48,"1,974"
4226,CRIMINAL TRESPASS,2020-12-02,9,"1,974"
4217,DECEPTIVE PRACTICE,2020-12-02,76,"1,974"
4231,HOMICIDE,2020-12-02,1,"1,974"
4220,MOTOR VEHICLE THEFT,2020-12-02,27,"1,974"
4224,NARCOTICS,2020-12-02,17,"1,974"
4227,OFFENSE INVOLVING CHILDREN,2020-12-02,7,"1,974"
4221,OTHER OFFENSE,2020-12-02,27,"1,974"
4230,PUBLIC PEACE VIOLATION,2020-12-02,1,"1,974"
4223,ROBBERY,2020-12-02,20,"1,974"
4228,SEX OFFENSE,2020-12-02,4,"1,974"
4215,THEFT,2020-12-02,108,"1,974"
4222,WEAPONS VIOLATION,2020-12-02,24,"1,974"
4890,ARSON,2020-12-03,1,"1,984"
4877,ASSAULT,2020-12-03,37,"1,984"
4875,BATTERY,2020-12-03,58,"1,984"
4883,BURGLARY,2020-12-03,11,"1,984"
4876,CRIMINAL DAMAGE,2020-12-03,46,"1,984"
4889,CRIMINAL SEXUAL ASSAULT,2020-12-03,2,"1,984"
4887,CRIMINAL TRESPASS,2020-12-03,3,"1,984"
4874,DECEPTIVE PRACTICE,2020-12-03,64,"1,984"
4888,HOMICIDE,2020-12-03,2,"1,984"
4886,INTERFERENCE WITH PUBLIC OFFICER,2020-12-03,3,"1,984"
4878,MOTOR VEHICLE THEFT,2020-12-03,32,"1,984"
4880,NARCOTICS,2020-12-03,25,"1,984"
4884,OFFENSE INVOLVING CHILDREN,2020-12-03,6,"1,984"
4881,OTHER OFFENSE,2020-12-03,22,"1,984"
4891,PUBLIC PEACE VIOLATION,2020-12-03,1,"1,984"
4882,ROBBERY,2020-12-03,17,"1,984"
4885,SEX OFFENSE,2020-12-03,3,"1,984"
4873,THEFT,2020-12-03,102,"1,984"
4879,WEAPONS VIOLATION,2020-12-03,27,"1,984"
3472,ARSON,2020-12-04,1,"1,753"
3461,ASSAULT,2020-12-04,37,"1,753"
3458,BATTERY,2020-12-04,91,"1,753"
3464,BURGLARY,2020-12-04,17,"1,753"
3459,CRIMINAL DAMAGE,2020-12-04,52,"1,753"
3470,CRIMINAL SEXUAL ASSAULT,2020-12-04,3,"1,753"
3468,CRIMINAL TRESPASS,2020-12-04,6,"1,753"
3457,DECEPTIVE PRACTICE,2020-12-04,94,"1,753"
3471,INTERFERENCE WITH PUBLIC OFFICER,2020-12-04,2,"1,753"
3473,KIDNAPPING,2020-12-04,1,"1,753"
3460,MOTOR VEHICLE THEFT,2020-12-04,40,"1,753"
3466,NARCOTICS,2020-12-04,13,"1,753"
3467,OFFENSE INVOLVING CHILDREN,2020-12-04,12,"1,753"
3462,OTHER OFFENSE,2020-12-04,35,"1,753"
3474,PUBLIC PEACE VIOLATION,2020-12-04,1,"1,753"
3465,ROBBERY,2020-12-04,14,"1,753"
3469,SEX OFFENSE,2020-12-04,4,"1,753"
3456,THEFT,2020-12-04,115,"1,753"
3463,WEAPONS VIOLATION,2020-12-04,31,"1,753"
3551,ARSON,2020-12-05,1,"1,148"
3538,ASSAULT,2020-12-05,50,"1,148"
3535,BATTERY,2020-12-05,115,"1,148"
3544,BURGLARY,2020-12-05,20,"1,148"
3537,CRIMINAL DAMAGE,2020-12-05,58,"1,148"
3547,CRIMINAL SEXUAL ASSAULT,2020-12-05,6,"1,148"
3545,CRIMINAL TRESPASS,2020-12-05,13,"1,148"
3539,DECEPTIVE PRACTICE,2020-12-05,50,"1,148"
3550,HOMICIDE,2020-12-05,2,"1,148"
3554,INTERFERENCE WITH PUBLIC OFFICER,2020-12-05,1,"1,148"
3540,MOTOR VEHICLE THEFT,2020-12-05,37,"1,148"
3543,NARCOTICS,2020-12-05,21,"1,148"
3552,OBSCENITY,2020-12-05,1,"1,148"
3548,OFFENSE INVOLVING CHILDREN,2020-12-05,5,"1,148"
3541,OTHER OFFENSE,2020-12-05,27,"1,148"
3549,PUBLIC PEACE VIOLATION,2020-12-05,2,"1,148"
3546,ROBBERY,2020-12-05,13,"1,148"
3553,SEX OFFENSE,2020-12-05,1,"1,148"
3536,THEFT,2020-12-05,104,"1,148"
3542,WEAPONS VIOLATION,2020-12-05,23,"1,148"
5428,ARSON,2020-12-06,1,688
5416,ASSAULT,2020-12-06,46,688
5412,BATTERY,2020-12-06,96,688
5422,BURGLARY,2020-12-06,17,688
5415,CRIMINAL DAMAGE,2020-12-06,60,688
5427,CRIMINAL SEXUAL ASSAULT,2020-12-06,3,688
5423,CRIMINAL TRESPASS,2020-12-06,14,688
5414,DECEPTIVE PRACTICE,2020-12-06,76,688
5425,HOMICIDE,2020-12-06,4,688
5426,INTERFERENCE WITH PUBLIC OFFICER,2020-12-06,4,688
5419,MOTOR VEHICLE THEFT,2020-12-06,29,688
5420,NARCOTICS,2020-12-06,22,688
5424,OFFENSE INVOLVING CHILDREN,2020-12-06,6,688
5417,OTHER OFFENSE,2020-12-06,36,688
5430,PUBLIC PEACE VIOLATION,2020-12-06,1,688
5421,ROBBERY,2020-12-06,21,688
5429,SEX OFFENSE,2020-12-06,1,688
5413,THEFT,2020-12-06,87,688
5418,WEAPONS VIOLATION,2020-12-06,32,688
4425,ASSAULT,2020-12-07,46,"1,985"
4423,BATTERY,2020-12-07,76,"1,985"
4430,BURGLARY,2020-12-07,19,"1,985"
4424,CRIMINAL DAMAGE,2020-12-07,64,"1,985"
4432,CRIMINAL TRESPASS,2020-12-07,11,"1,985"
4422,DECEPTIVE PRACTICE,2020-12-07,89,"1,985"
4434,HOMICIDE,2020-12-07,2,"1,985"
4428,MOTOR VEHICLE THEFT,2020-12-07,21,"1,985"
4431,NARCOTICS,2020-12-07,17,"1,985"
4436,OBSCENITY,2020-12-07,1,"1,985"
4435,OFFENSE INVOLVING CHILDREN,2020-12-07,1,"1,985"
4426,OTHER OFFENSE,2020-12-07,37,"1,985"
4433,PUBLIC PEACE VIOLATION,2020-12-07,2,"1,985"
4429,ROBBERY,2020-12-07,19,"1,985"
4421,THEFT,2020-12-07,106,"1,985"
4427,WEAPONS VIOLATION,2020-12-07,31,"1,985"
4645,ARSON,2020-12-08,1,"1,971"
4635,ASSAULT,2020-12-08,41,"1,971"
4633,BATTERY,2020-12-08,71,"1,971"
4640,BURGLARY,2020-12-08,14,"1,971"
4634,CRIMINAL DAMAGE,2020-12-08,63,"1,971"
