, PRIMARY DESCRIPTION,Date,Counts
1041,ASSAULT,2020-08-19,64
313,BATTERY,2020-08-19,114
2497,BURGLARY,2020-08-19,27
848,CRIMINAL DAMAGE,2020-08-19,74
4880,CRIMINAL SEXUAL ASSAULT,2020-08-19,4
4504,CRIMINAL TRESPASS,2020-08-19,6
1897,DECEPTIVE PRACTICE,2020-08-19,36
7272,INTERFERENCE WITH PUBLIC OFFICER,2020-08-19,1
1924,MOTOR VEHICLE THEFT,2020-08-19,36
4229,NARCOTICS,2020-08-19,9
6322,OBSCENITY,2020-08-19,1
6291,OFFENSE INVOLVING CHILDREN,2020-08-19,1
1717,OTHER OFFENSE,2020-08-19,40
6389,PROSTITUTION,2020-08-19,1
6724,PUBLIC PEACE VIOLATION,2020-08-19,1
2196,ROBBERY,2020-08-19,31
6153,SEX OFFENSE,2020-08-19,2
91,THEFT,2020-08-19,140
2252,WEAPONS VIOLATION,2020-08-19,31
4933,ARSON,2020-08-20,4
978,ASSAULT,2020-08-20,67
214,BATTERY,2020-08-20,123
2989,BURGLARY,2020-08-20,22
907,CRIMINAL DAMAGE,2020-08-20,71
4893,CRIMINAL SEXUAL ASSAULT,2020-08-20,4
4385,CRIMINAL TRESPASS,2020-08-20,7
1466,DECEPTIVE PRACTICE,2020-08-20,47
6826,GAMBLING,2020-08-20,1
5524,HOMICIDE,2020-08-20,2
7273,INTERFERENCE WITH PUBLIC OFFICER,2020-08-20,1
1923,MOTOR VEHICLE THEFT,2020-08-20,36
3969,NARCOTICS,2020-08-20,12
4436,OFFENSE INVOLVING CHILDREN,2020-08-20,7
2033,OTHER OFFENSE,2020-08-20,34
4997,PUBLIC PEACE VIOLATION,2020-08-20,4
2404,ROBBERY,2020-08-20,29
4468,SEX OFFENSE,2020-08-20,6
6642,STALKING,2020-08-20,1
152,THEFT,2020-08-20,130
2547,WEAPONS VIOLATION,2020-08-20,27
1340,ASSAULT,2020-08-21,51
191,BATTERY,2020-08-21,125
3317,BURGLARY,2020-08-21,19
1002,CRIMINAL DAMAGE,2020-08-21,66
5480,CRIMINAL SEXUAL ASSAULT,2020-08-21,3
3339,CRIMINAL TRESPASS,2020-08-21,19
2077,DECEPTIVE PRACTICE,2020-08-21,33
5859,INTERFERENCE WITH PUBLIC OFFICER,2020-08-21,2
7180,INTIMIDATION,2020-08-21,1
6403,KIDNAPPING,2020-08-21,1
5730,LIQUOR LAW VIOLATION,2020-08-21,2
2013,MOTOR VEHICLE THEFT,2020-08-21,34
3579,NARCOTICS,2020-08-21,16
5394,OFFENSE INVOLVING CHILDREN,2020-08-21,3
1460,OTHER OFFENSE,2020-08-21,47
4996,PUBLIC PEACE VIOLATION,2020-08-21,4
1871,ROBBERY,2020-08-21,37
6155,SEX OFFENSE,2020-08-21,2
44,THEFT,2020-08-21,155
2262,WEAPONS VIOLATION,2020-08-21,30
6069,ARSON,2020-08-22,2
1210,ASSAULT,2020-08-22,56
24,BATTERY,2020-08-22,163
2041,BURGLARY,2020-08-22,33
851,CRIMINAL DAMAGE,2020-08-22,74
4523,CRIMINAL SEXUAL ASSAULT,2020-08-22,6
3632,CRIMINAL TRESPASS,2020-08-22,16
3243,DECEPTIVE PRACTICE,2020-08-22,20
5016,HOMICIDE,2020-08-22,4
4895,INTERFERENCE WITH PUBLIC OFFICER,2020-08-22,4
6433,KIDNAPPING,2020-08-22,1
5731,LIQUOR LAW VIOLATION,2020-08-22,2
2662,MOTOR VEHICLE THEFT,2020-08-22,26
3685,NARCOTICS,2020-08-22,15
6323,OBSCENITY,2020-08-22,1
4754,OFFENSE INVOLVING CHILDREN,2020-08-22,5
1690,OTHER OFFENSE,2020-08-22,41
4995,PUBLIC PEACE VIOLATION,2020-08-22,4
2716,ROBBERY,2020-08-22,25
6157,SEX OFFENSE,2020-08-22,2
316,THEFT,2020-08-22,113
2398,WEAPONS VIOLATION,2020-08-22,29
6044,ARSON,2020-08-23,2
1311,ASSAULT,2020-08-23,52
31,BATTERY,2020-08-23,160
2818,BURGLARY,2020-08-23,24
6954,CONCEALED CARRY LICENSE VIOLATION,2020-08-23,1
528,CRIMINAL DAMAGE,2020-08-23,97
6852,CRIMINAL SEXUAL ASSAULT,2020-08-23,1
4198,CRIMINAL TRESPASS,2020-08-23,9
3311,DECEPTIVE PRACTICE,2020-08-23,19
6896,HOMICIDE,2020-08-23,1
5237,INTERFERENCE WITH PUBLIC OFFICER,2020-08-23,3
2112,MOTOR VEHICLE THEFT,2020-08-23,32
4065,NARCOTICS,2020-08-23,10
4877,OFFENSE INVOLVING CHILDREN,2020-08-23,4
2055,OTHER OFFENSE,2020-08-23,33
6725,PUBLIC PEACE VIOLATION,2020-08-23,1
3385,ROBBERY,2020-08-23,18
5265,SEX OFFENSE,2020-08-23,3
6643,STALKING,2020-08-23,1
255,THEFT,2020-08-23,118
1967,WEAPONS VIOLATION,2020-08-23,35
5202,ARSON,2020-08-24,3
1238,ASSAULT,2020-08-24,55
160,BATTERY,2020-08-24,130
2736,BURGLARY,2020-08-24,25
555,CRIMINAL DAMAGE,2020-08-24,94
3342,CRIMINAL TRESPASS,2020-08-24,19
1802,DECEPTIVE PRACTICE,2020-08-24,38
2277,MOTOR VEHICLE THEFT,2020-08-24,30
4054,NARCOTICS,2020-08-24,11
5395,OFFENSE INVOLVING CHILDREN,2020-08-24,3
2026,OTHER OFFENSE,2020-08-24,34
6726,PUBLIC PEACE VIOLATION,2020-08-24,1
2400,ROBBERY,2020-08-24,29
6144,SEX OFFENSE,2020-08-24,2
95,THEFT,2020-08-24,139
3142,WEAPONS VIOLATION,2020-08-24,21
5244,ARSON,2020-08-25,3
1370,ASSAULT,2020-08-25,50
293,BATTERY,2020-08-25,115
2944,BURGLARY,2020-08-25,23
1086,CRIMINAL DAMAGE,2020-08-25,61
5686,CRIMINAL SEXUAL ASSAULT,2020-08-25,2
3708,CRIMINAL TRESPASS,2020-08-25,15
2068,DECEPTIVE PRACTICE,2020-08-25,33
7062,HOMICIDE,2020-08-25,1
4518,INTERFERENCE WITH PUBLIC OFFICER,2020-08-25,6
6404,KIDNAPPING,2020-08-25,1
6474,LIQUOR LAW VIOLATION,2020-08-25,1
2015,MOTOR VEHICLE THEFT,2020-08-25,34
3581,NARCOTICS,2020-08-25,16
4442,OFFENSE INVOLVING CHILDREN,2020-08-25,7
1695,OTHER OFFENSE,2020-08-25,41
4992,PUBLIC PEACE VIOLATION,2020-08-25,4
2489,ROBBERY,2020-08-25,28
4580,SEX OFFENSE,2020-08-25,5
36,THEFT,2020-08-25,158
2633,WEAPONS VIOLATION,2020-08-25,26
5260,ARSON,2020-08-26,3
1034,ASSAULT,2020-08-26,64
330,BATTERY,2020-08-26,112
2438,BURGLARY,2020-08-26,28
716,CRIMINAL DAMAGE,2020-08-26,83
5503,CRIMINAL SEXUAL ASSAULT,2020-08-26,3
3803,CRIMINAL TRESPASS,2020-08-26,14
1810,DECEPTIVE PRACTICE,2020-08-26,38
5022,HOMICIDE,2020-08-26,4
7274,INTERFERENCE WITH PUBLIC OFFICER,2020-08-26,1
7181,INTIMIDATION,2020-08-26,1
6475,LIQUOR LAW VIOLATION,2020-08-26,1
2247,MOTOR VEHICLE THEFT,2020-08-26,31
3681,NARCOTICS,2020-08-26,15
4853,OFFENSE INVOLVING CHILDREN,2020-08-26,4
1686,OTHER OFFENSE,2020-08-26,41
2960,ROBBERY,2020-08-26,23
6142,SEX OFFENSE,2020-08-26,2
105,THEFT,2020-08-26,137
1782,WEAPONS VIOLATION,2020-08-26,39
6012,ARSON,2020-08-27,2
947,ASSAULT,2020-08-27,68
351,BATTERY,2020-08-27,110
3686,BURGLARY,2020-08-27,15
936,CRIMINAL DAMAGE,2020-08-27,69
6853,CRIMINAL SEXUAL ASSAULT,2020-08-27,1
3963,CRIMINAL TRESPASS,2020-08-27,12
1627,DECEPTIVE PRACTICE,2020-08-27,42
5430,HOMICIDE,2020-08-27,3
7275,INTERFERENCE WITH PUBLIC OFFICER,2020-08-27,1
2460,MOTOR VEHICLE THEFT,2020-08-27,28
3942,NARCOTICS,2020-08-27,12
6324,OBSCENITY,2020-08-27,1
5396,OFFENSE INVOLVING CHILDREN,2020-08-27,3
1827,OTHER OFFENSE,2020-08-27,38
6090,PUBLIC PEACE VIOLATION,2020-08-27,2
2528,ROBBERY,2020-08-27,27
5264,SEX OFFENSE,2020-08-27,3
142,THEFT,2020-08-27,132
3263,WEAPONS VIOLATION,2020-08-27,19
1088,ASSAULT,2020-08-28,61
166,BATTERY,2020-08-28,129
1780,BURGLARY,2020-08-28,39
849,CRIMINAL DAMAGE,2020-08-28,74
6854,CRIMINAL SEXUAL ASSAULT,2020-08-28,1
3776,CRIMINAL TRESPASS,2020-08-28,14
1613,DECEPTIVE PRACTICE,2020-08-28,43
4479,HOMICIDE,2020-08-28,6
5849,INTERFERENCE WITH PUBLIC OFFICER,2020-08-28,2
6476,LIQUOR LAW VIOLATION,2020-08-28,1
2278,MOTOR VEHICLE THEFT,2020-08-28,30
3190,NARCOTICS,2020-08-28,20
4878,OFFENSE INVOLVING CHILDREN,2020-08-28,4
2231,OTHER OFFENSE,2020-08-28,31
6727,PUBLIC PEACE VIOLATION,2020-08-28,1
2959,ROBBERY,2020-08-28,23
6736,SEX OFFENSE,2020-08-28,1
5789,STALKING,2020-08-28,2
90,THEFT,2020-08-28,142
1783,WEAPONS VIOLATION,2020-08-28,39
5254,ARSON,2020-08-29,3
1067,ASSAULT,2020-08-29,62
63,BATTERY,2020-08-29,148
2280,BURGLARY,2020-08-29,30
6955,CONCEALED CARRY LICENSE VIOLATION,2020-08-29,1
994,CRIMINAL DAMAGE,2020-08-29,66
4735,CRIMINAL SEXUAL ASSAULT,2020-08-29,5
4150,CRIMINAL TRESPASS,2020-08-29,10
2310,DECEPTIVE PRACTICE,2020-08-29,30
5375,HOMICIDE,2020-08-29,3
5856,INTERFERENCE WITH PUBLIC OFFICER,2020-08-29,2
6405,KIDNAPPING,2020-08-29,1
5734,LIQUOR LAW VIOLATION,2020-08-29,2
2520,MOTOR VEHICLE THEFT,2020-08-29,27
3589,NARCOTICS,2020-08-29,16
5810,OFFENSE INVOLVING CHILDREN,2020-08-29,2
1900,OTHER OFFENSE,2020-08-29,36
4459,PUBLIC PEACE VIOLATION,2020-08-29,6
3774,ROBBERY,2020-08-29,14
4973,SEX OFFENSE,2020-08-29,4
6644,STALKING,2020-08-29,1
155,THEFT,2020-08-29,130
1569,WEAPONS VIOLATION,2020-08-29,44
4755,ARSON,2020-08-30,5
1237,ASSAULT,2020-08-30,55
33,BATTERY,2020-08-30,159
2741,BURGLARY,2020-08-30,25
5655,CONCEALED CARRY LICENSE VIOLATION,2020-08-30,2
623,CRIMINAL DAMAGE,2020-08-30,89
5678,CRIMINAL SEXUAL ASSAULT,2020-08-30,2
4219,CRIMINAL TRESPASS,2020-08-30,9
2435,DECEPTIVE PRACTICE,2020-08-30,28
4936,HOMICIDE,2020-08-30,4
5239,INTERFERENCE WITH PUBLIC OFFICER,2020-08-30,3
2721,MOTOR VEHICLE THEFT,2020-08-30,25
3023,NARCOTICS,2020-08-30,22
5809,OFFENSE INVOLVING CHILDREN,2020-08-30,2
6371,OTHER NARCOTIC VIOLATION,2020-08-30,1
1888,OTHER OFFENSE,2020-08-30,37
6390,PROSTITUTION,2020-08-30,1
6367,PUBLIC INDECENCY,2020-08-30,1
6104,PUBLIC PEACE VIOLATION,2020-08-30,2
2051,ROBBERY,2020-08-30,33
6737,SEX OFFENSE,2020-08-30,1
6645,STALKING,2020-08-30,1
462,THEFT,2020-08-30,102
1381,WEAPONS VIOLATION,2020-08-30,50
6037,ARSON,2020-08-31,2
1017,ASSAULT,2020-08-31,65
49,BATTERY,2020-08-31,153
3320,BURGLARY,2020-08-31,19
6956,CONCEALED CARRY LICENSE VIOLATION,2020-08-31,1
507,CRIMINAL DAMAGE,2020-08-31,98
5472,CRIMINAL SEXUAL ASSAULT,2020-08-31,3
3454,CRIMINAL TRESPASS,2020-08-31,18
1413,DECEPTIVE PRACTICE,2020-08-31,49
6077,HOMICIDE,2020-08-31,2
7276,INTERFERENCE WITH PUBLIC OFFICER,2020-08-31,1
2722,MOTOR VEHICLE THEFT,2020-08-31,25
4046,NARCOTICS,2020-08-31,11
4340,OFFENSE INVOLVING CHILDREN,2020-08-31,7
1720,OTHER OFFENSE,2020-08-31,40
5293,PUBLIC PEACE VIOLATION,2020-08-31,3
2495,ROBBERY,2020-08-31,27
5246,SEX OFFENSE,2020-08-31,3
112,THEFT,2020-08-31,136
2411,WEAPONS VIOLATION,2020-08-31,28
6033,ARSON,2020-09-01,2
1212,ASSAULT,2020-09-01,56
667,BATTERY,2020-09-01,85
2742,BURGLARY,2020-09-01,25
934,CRIMINAL DAMAGE,2020-09-01,69
4551,CRIMINAL SEXUAL ASSAULT,2020-09-01,6
3778,CRIMINAL TRESPASS,2020-09-01,14
1018,DECEPTIVE PRACTICE,2020-09-01,65
6816,HOMICIDE,2020-09-01,1
6406,KIDNAPPING,2020-09-01,1
2251,MOTOR VEHICLE THEFT,2020-09-01,31
3380,NARCOTICS,2020-09-01,18
6325,OBSCENITY,2020-09-01,1
3763,OFFENSE INVOLVING CHILDREN,2020-09-01,14
1601,OTHER OFFENSE,2020-09-01,43
2364,ROBBERY,2020-09-01,29
4466,SEX OFFENSE,2020-09-01,6
6646,STALKING,2020-09-01,1
116,THEFT,2020-09-01,136
2361,WEAPONS VIOLATION,2020-09-01,29
1275,ASSAULT,2020-09-02,54
210,BATTERY,2020-09-02,123
3698,BURGLARY,2020-09-02,15
6957,CONCEALED CARRY LICENSE VIOLATION,2020-09-02,1
1126,CRIMINAL DAMAGE,2020-09-02,59
3703,CRIMINAL TRESPASS,2020-09-02,15
1903,DECEPTIVE PRACTICE,2020-09-02,36
6022,HOMICIDE,2020-09-02,2
7277,INTERFERENCE WITH PUBLIC OFFICER,2020-09-02,1
6407,KIDNAPPING,2020-09-02,1
6477,LIQUOR LAW VIOLATION,2020-09-02,1
1928,MOTOR VEHICLE THEFT,2020-09-02,36
4056,NARCOTICS,2020-09-02,11
4681,OFFENSE INVOLVING CHILDREN,2020-09-02,5
1904,OTHER OFFENSE,2020-09-02,36
5294,PUBLIC PEACE VIOLATION,2020-09-02,3
2848,ROBBERY,2020-09-02,24
6738,SEX OFFENSE,2020-09-02,1
195,THEFT,2020-09-02,125
3264,WEAPONS VIOLATION,2020-09-02,19
6032,ARSON,2020-09-03,2
1077,ASSAULT,2020-09-03,62
349,BATTERY,2020-09-03,110
3467,BURGLARY,2020-09-03,17
6958,CONCEALED CARRY LICENSE VIOLATION,2020-09-03,1
965,CRIMINAL DAMAGE,2020-09-03,67
5471,CRIMINAL SEXUAL ASSAULT,2020-09-03,3
3897,CRIMINAL TRESPASS,2020-09-03,13
1732,DECEPTIVE PRACTICE,2020-09-03,40
4606,HOMICIDE,2020-09-03,5
7278,INTERFERENCE WITH PUBLIC OFFICER,2020-09-03,1
7182,INTIMIDATION,2020-09-03,1
6478,LIQUOR LAW VIOLATION,2020-09-03,1
2652,MOTOR VEHICLE THEFT,2020-09-03,26
3918,NARCOTICS,2020-09-03,13
4682,OFFENSE INVOLVING CHILDREN,2020-09-03,5
2309,OTHER OFFENSE,2020-09-03,30
2739,ROBBERY,2020-09-03,25
5247,SEX OFFENSE,2020-09-03,3
5791,STALKING,2020-09-03,2
246,THEFT,2020-09-03,119
3131,WEAPONS VIOLATION,2020-09-03,21
6207,ARSON,2020-09-04,1
1145,ASSAULT,2020-09-04,59
247,BATTERY,2020-09-04,119
2976,BURGLARY,2020-09-04,22
6959,CONCEALED CARRY LICENSE VIOLATION,2020-09-04,1
663,CRIMINAL DAMAGE,2020-09-04,86
5675,CRIMINAL SEXUAL ASSAULT,2020-09-04,2
3948,CRIMINAL TRESPASS,2020-09-04,12
1557,DECEPTIVE PRACTICE,2020-09-04,44
5301,HOMICIDE,2020-09-04,3
5881,INTERFERENCE WITH PUBLIC OFFICER,2020-09-04,2
7183,INTIMIDATION,2020-09-04,1
2340,MOTOR VEHICLE THEFT,2020-09-04,29
3546,NARCOTICS,2020-09-04,17
4277,OFFENSE INVOLVING CHILDREN,2020-09-04,8
2171,OTHER OFFENSE,2020-09-04,32
5295,PUBLIC PEACE VIOLATION,2020-09-04,3
3382,ROBBERY,2020-09-04,18
5248,SEX OFFENSE,2020-09-04,3
5195,STALKING,2020-09-04,3
80,THEFT,2020-09-04,143
1969,WEAPONS VIOLATION,2020-09-04,35
6085,ARSON,2020-09-05,2
911,ASSAULT,2020-09-05,70
67,BATTERY,2020-09-05,147
3323,BURGLARY,2020-09-05,19
6960,CONCEALED CARRY LICENSE VIOLATION,2020-09-05,1
855,CRIMINAL DAMAGE,2020-09-05,73
5470,CRIMINAL SEXUAL ASSAULT,2020-09-05,3
3896,CRIMINAL TRESPASS,2020-09-05,13
1895,DECEPTIVE PRACTICE,2020-09-05,36
7279,INTERFERENCE WITH PUBLIC OFFICER,2020-09-05,1
6408,KIDNAPPING,2020-09-05,1
2241,MOTOR VEHICLE THEFT,2020-09-05,31
3018,NARCOTICS,2020-09-05,22
4909,OFFENSE INVOLVING CHILDREN,2020-09-05,4
1721,OTHER OFFENSE,2020-09-05,40
5296,PUBLIC PEACE VIOLATION,2020-09-05,3
3535,ROBBERY,2020-09-05,17
4338,SEX OFFENSE,2020-09-05,8
177,THEFT,2020-09-05,127
1387,WEAPONS VIOLATION,2020-09-05,50
6086,ARSON,2020-09-06,2
1270,ASSAULT,2020-09-06,54
61,BATTERY,2020-09-06,149
2745,BURGLARY,2020-09-06,25
753,CRIMINAL DAMAGE,2020-09-06,80
5484,CRIMINAL SEXUAL ASSAULT,2020-09-06,3
3488,CRIMINAL TRESPASS,2020-09-06,17
2224,DECEPTIVE PRACTICE,2020-09-06,31
4500,HOMICIDE,2020-09-06,6
5877,INTERFERENCE WITH PUBLIC OFFICER,2020-09-06,2
6479,LIQUOR LAW VIOLATION,2020-09-06,1
2843,MOTOR VEHICLE THEFT,2020-09-06,24
3533,NARCOTICS,2020-09-06,17
4906,OFFENSE INVOLVING CHILDREN,2020-09-06,4
2040,OTHER OFFENSE,2020-09-06,33
4367,PROSTITUTION,2020-09-06,7
5297,PUBLIC PEACE VIOLATION,2020-09-06,3
2747,ROBBERY,2020-09-06,25
5249,SEX OFFENSE,2020-09-06,3
559,THEFT,2020-09-06,94
1047,WEAPONS VIOLATION,2020-09-06,63
5033,ARSON,2020-09-07,4
1147,ASSAULT,2020-09-07,59
181,BATTERY,2020-09-07,127
3324,BURGLARY,2020-09-07,19
6961,CONCEALED CARRY LICENSE VIOLATION,2020-09-07,1
1050,CRIMINAL DAMAGE,2020-09-07,63
5845,CRIMINAL SEXUAL ASSAULT,2020-09-07,2
3967,CRIMINAL TRESPASS,2020-09-07,12
3355,DECEPTIVE PRACTICE,2020-09-07,19
4924,HOMICIDE,2020-09-07,4
4840,INTERFERENCE WITH PUBLIC OFFICER,2020-09-07,4
5842,INTIMIDATION,2020-09-07,2
6409,KIDNAPPING,2020-09-07,1
6480,LIQUOR LAW VIOLATION,2020-09-07,1
3084,MOTOR VEHICLE THEFT,2020-09-07,21
2299,NARCOTICS,2020-09-07,30
4686,OFFENSE INVOLVING CHILDREN,2020-09-07,5
1599,OTHER OFFENSE,2020-09-07,43
4165,PROSTITUTION,2020-09-07,9
6728,PUBLIC PEACE VIOLATION,2020-09-07,1
2346,ROBBERY,2020-09-07,29
6739,SEX OFFENSE,2020-09-07,1
446,THEFT,2020-09-07,103
1916,WEAPONS VIOLATION,2020-09-07,36
6140,ARSON,2020-09-08,2
1570,ASSAULT,2020-09-08,44
879,BATTERY,2020-09-08,72
2822,BURGLARY,2020-09-08,24
6962,CONCEALED CARRY LICENSE VIOLATION,2020-09-08,1
847,CRIMINAL DAMAGE,2020-09-08,74
5496,CRIMINAL SEXUAL ASSAULT,2020-09-08,3
3717,CRIMINAL TRESPASS,2020-09-08,15
1491,DECEPTIVE PRACTICE,2020-09-08,46
5893,HOMICIDE,2020-09-08,2
7280,INTERFERENCE WITH PUBLIC OFFICER,2020-09-08,1
7184,INTIMIDATION,2020-09-08,1
6410,KIDNAPPING,2020-09-08,1
2343,MOTOR VEHICLE THEFT,2020-09-08,29
3810,NARCOTICS,2020-09-08,14
4904,OFFENSE INVOLVING CHILDREN,2020-09-08,4
1723,OTHER OFFENSE,2020-09-08,40
6729,PUBLIC PEACE VIOLATION,2020-09-08,1
2844,ROBBERY,2020-09-08,24
6740,SEX OFFENSE,2020-09-08,1
6647,STALKING,2020-09-08,1
200,THEFT,2020-09-08,124
3443,WEAPONS VIOLATION,2020-09-08,18
6139,ARSON,2020-09-09,2
1677,ASSAULT,2020-09-09,41
640,BATTERY,2020-09-09,88
3414,BURGLARY,2020-09-09,18
1019,CRIMINAL DAMAGE,2020-09-09,65
5007,CRIMINAL SEXUAL ASSAULT,2020-09-09,4
4636,CRIMINAL TRESPASS,2020-09-09,5
1748,DECEPTIVE PRACTICE,2020-09-09,39
5872,INTERFERENCE WITH PUBLIC OFFICER,2020-09-09,2
7185,INTIMIDATION,2020-09-09,1
6411,KIDNAPPING,2020-09-09,1
6481,LIQUOR LAW VIOLATION,2020-09-09,1
1941,MOTOR VEHICLE THEFT,2020-09-09,36
3669,NARCOTICS,2020-09-09,15
5824,OFFENSE INVOLVING CHILDREN,2020-09-09,2
2326,OTHER OFFENSE,2020-09-09,30
6110,PUBLIC PEACE VIOLATION,2020-09-09,2
2289,ROBBERY,2020-09-09,30
5250,SEX OFFENSE,2020-09-09,3
6648,STALKING,2020-09-09,1
153,THEFT,2020-09-09,130
3120,WEAPONS VIOLATION,2020-09-09,21
6213,ARSON,2020-09-10,1
1310,ASSAULT,2020-09-10,52
603,BATTERY,2020-09-10,91
2923,BURGLARY,2020-09-10,23
1135,CRIMINAL DAMAGE,2020-09-10,59
6855,CRIMINAL SEXUAL ASSAULT,2020-09-10,1
4226,CRIMINAL TRESPASS,2020-09-10,9
2689,DECEPTIVE PRACTICE,2020-09-10,25
7063,HOMICIDE,2020-09-10,1
5924,INTERFERENCE WITH PUBLIC OFFICER,2020-09-10,2
6482,LIQUOR LAW VIOLATION,2020-09-10,1
1977,MOTOR VEHICLE THEFT,2020-09-10,35
3515,NARCOTICS,2020-09-10,17
6326,OBSCENITY,2020-09-10,1
4286,OFFENSE INVOLVING CHILDREN,2020-09-10,8
1645,OTHER OFFENSE,2020-09-10,42
6109,PUBLIC PEACE VIOLATION,2020-09-10,2
2176,ROBBERY,2020-09-10,31
6741,SEX OFFENSE,2020-09-10,1
81,THEFT,2020-09-10,143
3185,WEAPONS VIOLATION,2020-09-10,20
6130,ARSON,2020-09-11,2
1028,ASSAULT,2020-09-11,64
199,BATTERY,2020-09-11,125
3469,BURGLARY,2020-09-11,17
726,CRIMINAL DAMAGE,2020-09-11,82
5700,CRIMINAL SEXUAL ASSAULT,2020-09-11,2
3895,CRIMINAL TRESPASS,2020-09-11,13
2032,DECEPTIVE PRACTICE,2020-09-11,34
7186,INTIMIDATION,2020-09-11,1
6412,KIDNAPPING,2020-09-11,1
1848,MOTOR VEHICLE THEFT,2020-09-11,37
3580,NARCOTICS,2020-09-11,16
4903,OFFENSE INVOLVING CHILDREN,2020-09-11,4
2039,OTHER OFFENSE,2020-09-11,33
4369,PROSTITUTION,2020-09-11,7
2649,ROBBERY,2020-09-11,26
6742,SEX OFFENSE,2020-09-11,1
6649,STALKING,2020-09-11,1
35,THEFT,2020-09-11,158
2210,WEAPONS VIOLATION,2020-09-11,31
5263,ARSON,2020-09-12,3
998,ASSAULT,2020-09-12,66
519,BATTERY,2020-09-12,97
3837,BURGLARY,2020-09-12,14
771,CRIMINAL DAMAGE,2020-09-12,79
5014,CRIMINAL SEXUAL ASSAULT,2020-09-12,4
3960,CRIMINAL TRESPASS,2020-09-12,12
2735,DECEPTIVE PRACTICE,2020-09-12,25
4470,HOMICIDE,2020-09-12,6
4836,INTERFERENCE WITH PUBLIC OFFICER,2020-09-12,4
7187,INTIMIDATION,2020-09-12,1
1664,MOTOR VEHICLE THEFT,2020-09-12,41
3293,NARCOTICS,2020-09-12,19
6292,OFFENSE INVOLVING CHILDREN,2020-09-12,1
3152,OTHER OFFENSE,2020-09-12,21
4747,PROSTITUTION,2020-09-12,5
5298,PUBLIC PEACE VIOLATION,2020-09-12,3
3024,ROBBERY,2020-09-12,22
6743,SEX OFFENSE,2020-09-12,1
362,THEFT,2020-09-12,109
2647,WEAPONS VIOLATION,2020-09-12,26
6171,ARSON,2020-09-13,1
1194,ASSAULT,2020-09-13,57
196,BATTERY,2020-09-13,125
3625,BURGLARY,2020-09-13,16
6996,CONCEALED CARRY LICENSE VIOLATION,2020-09-13,1
697,CRIMINAL DAMAGE,2020-09-13,84
5781,CRIMINAL SEXUAL ASSAULT,2020-09-13,2
4156,CRIMINAL TRESPASS,2020-09-13,9
2821,DECEPTIVE PRACTICE,2020-09-13,24
4918,HOMICIDE,2020-09-13,4
6413,KIDNAPPING,2020-09-13,1
1821,MOTOR VEHICLE THEFT,2020-09-13,38
4240,NARCOTICS,2020-09-13,9
4679,OFFENSE INVOLVING CHILDREN,2020-09-13,5
2213,OTHER OFFENSE,2020-09-13,31
4958,PUBLIC PEACE VIOLATION,2020-09-13,4
2334,ROBBERY,2020-09-13,29
4622,SEX OFFENSE,2020-09-13,5
399,THEFT,2020-09-13,107
2355,WEAPONS VIOLATION,2020-09-13,29
6097,ARSON,2020-09-14,2
1462,ASSAULT,2020-09-14,47
254,BATTERY,2020-09-14,118
3326,BURGLARY,2020-09-14,19
803,CRIMINAL DAMAGE,2020-09-14,77
4748,CRIMINAL SEXUAL ASSAULT,2020-09-14,5
4146,CRIMINAL TRESPASS,2020-09-14,10
1855,DECEPTIVE PRACTICE,2020-09-14,37
4615,HOMICIDE,2020-09-14,5
7281,INTERFERENCE WITH PUBLIC OFFICER,2020-09-14,1
7188,INTIMIDATION,2020-09-14,1
6414,KIDNAPPING,2020-09-14,1
2092,MOTOR VEHICLE THEFT,2020-09-14,33
4152,NARCOTICS,2020-09-14,10
4690,OFFENSE INVOLVING CHILDREN,2020-09-14,5
2167,OTHER OFFENSE,2020-09-14,32
6730,PUBLIC PEACE VIOLATION,2020-09-14,1
2174,ROBBERY,2020-09-14,31
6028,SEX OFFENSE,2020-09-14,2
184,THEFT,2020-09-14,126
2917,WEAPONS VIOLATION,2020-09-14,23
4988,ARSON,2020-09-15,4
1076,ASSAULT,2020-09-15,62
379,BATTERY,2020-09-15,108
2925,BURGLARY,2020-09-15,23
869,CRIMINAL DAMAGE,2020-09-15,72
5820,CRIMINAL SEXUAL ASSAULT,2020-09-15,2
4357,CRIMINAL TRESPASS,2020-09-15,7
1699,DECEPTIVE PRACTICE,2020-09-15,40
5302,HOMICIDE,2020-09-15,3
7206,HUMAN TRAFFICKING,2020-09-15,1
2352,MOTOR VEHICLE THEFT,2020-09-15,29
3926,NARCOTICS,2020-09-15,13
4170,OFFENSE INVOLVING CHILDREN,2020-09-15,9
1909,OTHER OFFENSE,2020-09-15,36
6701,PUBLIC PEACE VIOLATION,2020-09-15,1
2300,ROBBERY,2020-09-15,30
4503,SEX OFFENSE,2020-09-15,6
151,THEFT,2020-09-15,131
3177,WEAPONS VIOLATION,2020-09-15,20
4959,ARSON,2020-09-16,4
1069,ASSAULT,2020-09-16,62
331,BATTERY,2020-09-16,112
2599,BURGLARY,2020-09-16,26
6965,CONCEALED CARRY LICENSE VIOLATION,2020-09-16,1
728,CRIMINAL DAMAGE,2020-09-16,82
5073,CRIMINAL SEXUAL ASSAULT,2020-09-16,4
3450,CRIMINAL TRESPASS,2020-09-16,18
