, PRIMARY DESCRIPTION,Date,Counts
661,CRIMINAL DAMAGE,2020-07-21,86
5737,CRIMINAL SEXUAL ASSAULT,2020-07-21,2
3903,CRIMINAL TRESPASS,2020-07-21,13
973,DECEPTIVE PRACTICE,2020-07-21,67
4773,HOMICIDE,2020-07-21,5
7205,HUMAN TRAFFICKING,2020-07-21,1
6105,INTERFERENCE WITH PUBLIC OFFICER,2020-07-21,2
7169,INTIMIDATION,2020-07-21,1
6502,LIQUOR LAW VIOLATION,2020-07-21,1
2008,MOTOR VEHICLE THEFT,2020-07-21,34
3599,NARCOTICS,2020-07-21,16
4871,OFFENSE INVOLVING CHILDREN,2020-07-21,4
2131,OTHER OFFENSE,2020-07-21,32
4476,PROSTITUTION,2020-07-21,6
6719,PUBLIC PEACE VIOLATION,2020-07-21,1
2470,ROBBERY,2020-07-21,28
4989,SEX OFFENSE,2020-07-21,4
366,THEFT,2020-07-21,109
3634,WEAPONS VIOLATION,2020-07-21,16
5654,ARSON,2020-07-22,2
982,ASSAULT,2020-07-22,66
465,BATTERY,2020-07-22,102
3421,BURGLARY,2020-07-22,18
939,CRIMINAL DAMAGE,2020-07-22,69
4788,CRIMINAL SEXUAL ASSAULT,2020-07-22,4
4011,CRIMINAL TRESPASS,2020-07-22,11
1359,DECEPTIVE PRACTICE,2020-07-22,50
5688,HOMICIDE,2020-07-22,2
6118,INTERFERENCE WITH PUBLIC OFFICER,2020-07-22,2
7170,INTIMIDATION,2020-07-22,1
5692,KIDNAPPING,2020-07-22,2
6500,LIQUOR LAW VIOLATION,2020-07-22,1
2185,MOTOR VEHICLE THEFT,2020-07-22,31
3029,NARCOTICS,2020-07-22,22
4704,OFFENSE INVOLVING CHILDREN,2020-07-22,5
1766,OTHER OFFENSE,2020-07-22,39
3882,PROSTITUTION,2020-07-22,13
4970,PUBLIC PEACE VIOLATION,2020-07-22,4
2690,ROBBERY,2020-07-22,25
5276,SEX OFFENSE,2020-07-22,3
6600,STALKING,2020-07-22,1
346,THEFT,2020-07-22,111
2651,WEAPONS VIOLATION,2020-07-22,26
5123,ARSON,2020-07-23,3
1360,ASSAULT,2020-07-23,50
414,BATTERY,2020-07-23,106
2859,BURGLARY,2020-07-23,24
925,CRIMINAL DAMAGE,2020-07-23,70
5725,CRIMINAL SEXUAL ASSAULT,2020-07-23,2
4126,CRIMINAL TRESPASS,2020-07-23,10
1512,DECEPTIVE PRACTICE,2020-07-23,46
5398,HOMICIDE,2020-07-23,3
7171,INTIMIDATION,2020-07-23,1
2373,MOTOR VEHICLE THEFT,2020-07-23,29
3910,NARCOTICS,2020-07-23,13
6319,OBSCENITY,2020-07-23,1
4867,OFFENSE INVOLVING CHILDREN,2020-07-23,4
2394,OTHER OFFENSE,2020-07-23,29
4969,PUBLIC PEACE VIOLATION,2020-07-23,4
2544,ROBBERY,2020-07-23,27
6089,SEX OFFENSE,2020-07-23,2
375,THEFT,2020-07-23,108
2240,WEAPONS VIOLATION,2020-07-23,31
5601,ARSON,2020-07-24,2
1336,ASSAULT,2020-07-24,51
133,BATTERY,2020-07-24,133
2123,BURGLARY,2020-07-24,32
6949,CONCEALED CARRY LICENSE VIOLATION,2020-07-24,1
1068,CRIMINAL DAMAGE,2020-07-24,62
6846,CRIMINAL SEXUAL ASSAULT,2020-07-24,1
4125,CRIMINAL TRESPASS,2020-07-24,10
1314,DECEPTIVE PRACTICE,2020-07-24,52
5697,HOMICIDE,2020-07-24,2
6117,INTERFERENCE WITH PUBLIC OFFICER,2020-07-24,2
7172,INTIMIDATION,2020-07-24,1
1808,MOTOR VEHICLE THEFT,2020-07-24,38
3519,NARCOTICS,2020-07-24,17
5383,OFFENSE INVOLVING CHILDREN,2020-07-24,3
1689,OTHER OFFENSE,2020-07-24,41
5289,PUBLIC PEACE VIOLATION,2020-07-24,3
2604,ROBBERY,2020-07-24,26
4991,SEX OFFENSE,2020-07-24,4
5537,STALKING,2020-07-24,2
270,THEFT,2020-07-24,117
3043,WEAPONS VIOLATION,2020-07-24,22
5159,ARSON,2020-07-25,3
1099,ASSAULT,2020-07-25,60
115,BATTERY,2020-07-25,136
2595,BURGLARY,2020-07-25,26
595,CRIMINAL DAMAGE,2020-07-25,91
4571,CRIMINAL SEXUAL ASSAULT,2020-07-25,6
3702,CRIMINAL TRESPASS,2020-07-25,15
2090,DECEPTIVE PRACTICE,2020-07-25,33
6890,HOMICIDE,2020-07-25,1
7267,INTERFERENCE WITH PUBLIC OFFICER,2020-07-25,1
2787,MOTOR VEHICLE THEFT,2020-07-25,24
3675,NARCOTICS,2020-07-25,15
4709,OFFENSE INVOLVING CHILDREN,2020-07-25,5
2047,OTHER OFFENSE,2020-07-25,33
4967,PUBLIC PEACE VIOLATION,2020-07-25,4
2538,ROBBERY,2020-07-25,27
6093,SEX OFFENSE,2020-07-25,2
6601,STALKING,2020-07-25,1
180,THEFT,2020-07-25,127
1999,WEAPONS VIOLATION,2020-07-25,34
1065,ASSAULT,2020-07-26,62
9,BATTERY,2020-07-26,183
2980,BURGLARY,2020-07-26,22
732,CRIMINAL DAMAGE,2020-07-26,81
4762,CRIMINAL SEXUAL ASSAULT,2020-07-26,5
4341,CRIMINAL TRESPASS,2020-07-26,7
2882,DECEPTIVE PRACTICE,2020-07-26,23
5806,HOMICIDE,2020-07-26,2
7268,INTERFERENCE WITH PUBLIC OFFICER,2020-07-26,1
1983,MOTOR VEHICLE THEFT,2020-07-26,35
3598,NARCOTICS,2020-07-26,16
5384,OFFENSE INVOLVING CHILDREN,2020-07-26,3
2016,OTHER OFFENSE,2020-07-26,34
2480,ROBBERY,2020-07-26,28
6087,SEX OFFENSE,2020-07-26,2
427,THEFT,2020-07-26,105
2135,WEAPONS VIOLATION,2020-07-26,32
5603,ARSON,2020-07-27,2
938,ASSAULT,2020-07-27,69
139,BATTERY,2020-07-27,132
2441,BURGLARY,2020-07-27,28
5664,CONCEALED CARRY LICENSE VIOLATION,2020-07-27,2
970,CRIMINAL DAMAGE,2020-07-27,67
6847,CRIMINAL SEXUAL ASSAULT,2020-07-27,1
4022,CRIMINAL TRESPASS,2020-07-27,11
1771,DECEPTIVE PRACTICE,2020-07-27,39
5825,HOMICIDE,2020-07-27,2
6113,INTERFERENCE WITH PUBLIC OFFICER,2020-07-27,2
1805,MOTOR VEHICLE THEFT,2020-07-27,38
4102,NARCOTICS,2020-07-27,10
4711,OFFENSE INVOLVING CHILDREN,2020-07-27,5
1845,OTHER OFFENSE,2020-07-27,37
4966,PUBLIC PEACE VIOLATION,2020-07-27,4
2594,ROBBERY,2020-07-27,26
5277,SEX OFFENSE,2020-07-27,3
6634,STALKING,2020-07-27,1
341,THEFT,2020-07-27,111
2762,WEAPONS VIOLATION,2020-07-27,24
4952,ARSON,2020-07-28,4
1083,ASSAULT,2020-07-28,61
281,BATTERY,2020-07-28,116
3306,BURGLARY,2020-07-28,19
837,CRIMINAL DAMAGE,2020-07-28,75
4927,CRIMINAL SEXUAL ASSAULT,2020-07-28,4
3798,CRIMINAL TRESPASS,2020-07-28,14
1884,DECEPTIVE PRACTICE,2020-07-28,37
5419,HOMICIDE,2020-07-28,3
6111,INTERFERENCE WITH PUBLIC OFFICER,2020-07-28,2
2130,MOTOR VEHICLE THEFT,2020-07-28,32
3976,NARCOTICS,2020-07-28,12
5702,OFFENSE INVOLVING CHILDREN,2020-07-28,2
1407,OTHER OFFENSE,2020-07-28,49
6720,PUBLIC PEACE VIOLATION,2020-07-28,1
2481,ROBBERY,2020-07-28,28
5278,SEX OFFENSE,2020-07-28,3
5538,STALKING,2020-07-28,2
186,THEFT,2020-07-28,126
2264,WEAPONS VIOLATION,2020-07-28,30
1000,ASSAULT,2020-07-29,66
216,BATTERY,2020-07-29,123
2836,BURGLARY,2020-07-29,24
774,CRIMINAL DAMAGE,2020-07-29,79
5285,CRIMINAL SEXUAL ASSAULT,2020-07-29,3
4224,CRIMINAL TRESPASS,2020-07-29,9
1976,DECEPTIVE PRACTICE,2020-07-29,35
5843,HOMICIDE,2020-07-29,2
7173,INTIMIDATION,2020-07-29,1
6460,KIDNAPPING,2020-07-29,1
6469,LIQUOR LAW VIOLATION,2020-07-29,1
2615,MOTOR VEHICLE THEFT,2020-07-29,26
2863,NARCOTICS,2020-07-29,23
6320,OBSCENITY,2020-07-29,1
4860,OFFENSE INVOLVING CHILDREN,2020-07-29,4
1715,OTHER OFFENSE,2020-07-29,40
4164,PROSTITUTION,2020-07-29,9
6147,PUBLIC PEACE VIOLATION,2020-07-29,2
2393,ROBBERY,2020-07-29,29
6764,SEX OFFENSE,2020-07-29,1
259,THEFT,2020-07-29,118
3285,WEAPONS VIOLATION,2020-07-29,19
4487,ARSON,2020-07-30,6
997,ASSAULT,2020-07-30,66
472,BATTERY,2020-07-30,101
2834,BURGLARY,2020-07-30,24
859,CRIMINAL DAMAGE,2020-07-30,73
6848,CRIMINAL SEXUAL ASSAULT,2020-07-30,1
3950,CRIMINAL TRESPASS,2020-07-30,12
1685,DECEPTIVE PRACTICE,2020-07-30,41
6108,INTERFERENCE WITH PUBLIC OFFICER,2020-07-30,2
6499,LIQUOR LAW VIOLATION,2020-07-30,1
2342,MOTOR VEHICLE THEFT,2020-07-30,29
2506,NARCOTICS,2020-07-30,27
4542,OFFENSE INVOLVING CHILDREN,2020-07-30,6
1696,OTHER OFFENSE,2020-07-30,41
2351,ROBBERY,2020-07-30,29
4604,SEX OFFENSE,2020-07-30,5
285,THEFT,2020-07-30,116
3460,WEAPONS VIOLATION,2020-07-30,18
4953,ARSON,2020-07-31,4
1334,ASSAULT,2020-07-31,51
280,BATTERY,2020-07-31,116
2981,BURGLARY,2020-07-31,22
5663,CONCEALED CARRY LICENSE VIOLATION,2020-07-31,2
896,CRIMINAL DAMAGE,2020-07-31,71
4777,CRIMINAL SEXUAL ASSAULT,2020-07-31,5
3902,CRIMINAL TRESPASS,2020-07-31,13
1536,DECEPTIVE PRACTICE,2020-07-31,45
6891,HOMICIDE,2020-07-31,1
5236,INTERFERENCE WITH PUBLIC OFFICER,2020-07-31,3
4796,LIQUOR LAW VIOLATION,2020-07-31,4
1804,MOTOR VEHICLE THEFT,2020-07-31,38
3129,NARCOTICS,2020-07-31,21
5387,OFFENSE INVOLVING CHILDREN,2020-07-31,3
1531,OTHER OFFENSE,2020-07-31,45
4610,PUBLIC PEACE VIOLATION,2020-07-31,5
2696,ROBBERY,2020-07-31,25
4998,SEX OFFENSE,2020-07-31,4
6636,STALKING,2020-07-31,1
217,THEFT,2020-07-31,123
3036,WEAPONS VIOLATION,2020-07-31,22
5615,ARSON,2020-08-01,2
912,ASSAULT,2020-08-01,70
231,BATTERY,2020-08-01,121
2831,BURGLARY,2020-08-01,24
772,CRIMINAL DAMAGE,2020-08-01,79
4566,CRIMINAL SEXUAL ASSAULT,2020-08-01,6
3799,CRIMINAL TRESPASS,2020-08-01,14
1248,DECEPTIVE PRACTICE,2020-08-01,55
4746,HOMICIDE,2020-08-01,5
7269,INTERFERENCE WITH PUBLIC OFFICER,2020-08-01,1
7174,INTIMIDATION,2020-08-01,1
5175,LIQUOR LAW VIOLATION,2020-08-01,3
2273,MOTOR VEHICLE THEFT,2020-08-01,30
3360,NARCOTICS,2020-08-01,18
4091,OFFENSE INVOLVING CHILDREN,2020-08-01,10
1532,OTHER OFFENSE,2020-08-01,45
6146,PUBLIC PEACE VIOLATION,2020-08-01,2
3068,ROBBERY,2020-08-01,21
4602,SEX OFFENSE,2020-08-01,5
268,THEFT,2020-08-01,117
2559,WEAPONS VIOLATION,2020-08-01,27
1153,ASSAULT,2020-08-02,58
449,BATTERY,2020-08-02,103
3423,BURGLARY,2020-08-02,18
6950,CONCEALED CARRY LICENSE VIOLATION,2020-08-02,1
584,CRIMINAL DAMAGE,2020-08-02,92
4827,CRIMINAL SEXUAL ASSAULT,2020-08-02,4
4311,CRIMINAL TRESPASS,2020-08-02,8
2858,DECEPTIVE PRACTICE,2020-08-02,24
5459,HOMICIDE,2020-08-02,3
5898,INTERFERENCE WITH PUBLIC OFFICER,2020-08-02,2
6461,KIDNAPPING,2020-08-02,1
1654,MOTOR VEHICLE THEFT,2020-08-02,42
3602,NARCOTICS,2020-08-02,16
4545,OFFENSE INVOLVING CHILDREN,2020-08-02,6
2102,OTHER OFFENSE,2020-08-02,32
2592,ROBBERY,2020-08-02,26
5279,SEX OFFENSE,2020-08-02,3
6637,STALKING,2020-08-02,1
533,THEFT,2020-08-02,96
2412,WEAPONS VIOLATION,2020-08-02,28
1450,ASSAULT,2020-08-03,48
336,BATTERY,2020-08-03,111
3471,BURGLARY,2020-08-03,17
756,CRIMINAL DAMAGE,2020-08-03,80
5507,CRIMINAL SEXUAL ASSAULT,2020-08-03,3
4561,CRIMINAL TRESPASS,2020-08-03,6
1397,DECEPTIVE PRACTICE,2020-08-03,49
7270,INTERFERENCE WITH PUBLIC OFFICER,2020-08-03,1
6462,KIDNAPPING,2020-08-03,1
1918,MOTOR VEHICLE THEFT,2020-08-03,36
3975,NARCOTICS,2020-08-03,12
6321,OBSCENITY,2020-08-03,1
5696,OFFENSE INVOLVING CHILDREN,2020-08-03,2
1796,OTHER OFFENSE,2020-08-03,38
6125,PUBLIC PEACE VIOLATION,2020-08-03,2
1940,ROBBERY,2020-08-03,36
5002,SEX OFFENSE,2020-08-03,4
130,THEFT,2020-08-03,133
3281,WEAPONS VIOLATION,2020-08-03,19
6197,ARSON,2020-08-04,1
1102,ASSAULT,2020-08-04,60
444,BATTERY,2020-08-04,103
2543,BURGLARY,2020-08-04,27
1056,CRIMINAL DAMAGE,2020-08-04,63
3631,CRIMINAL TRESPASS,2020-08-04,16
2019,DECEPTIVE PRACTICE,2020-08-04,34
6892,HOMICIDE,2020-08-04,1
5164,INTIMIDATION,2020-08-04,3
6463,KIDNAPPING,2020-08-04,1
6470,LIQUOR LAW VIOLATION,2020-08-04,1
2898,MOTOR VEHICLE THEFT,2020-08-04,23
3362,NARCOTICS,2020-08-04,18
4851,OFFENSE INVOLVING CHILDREN,2020-08-04,4
3139,OTHER OFFENSE,2020-08-04,21
5290,PUBLIC PEACE VIOLATION,2020-08-04,3
2553,ROBBERY,2020-08-04,27
5280,SEX OFFENSE,2020-08-04,3
395,THEFT,2020-08-04,107
2908,WEAPONS VIOLATION,2020-08-04,23
5606,ARSON,2020-08-05,2
1284,ASSAULT,2020-08-05,53
164,BATTERY,2020-08-05,129
3074,BURGLARY,2020-08-05,21
5660,CONCEALED CARRY LICENSE VIOLATION,2020-08-05,2
1040,CRIMINAL DAMAGE,2020-08-05,64
5509,CRIMINAL SEXUAL ASSAULT,2020-08-05,3
4354,CRIMINAL TRESPASS,2020-08-05,7
2121,DECEPTIVE PRACTICE,2020-08-05,32
5923,INTERFERENCE WITH PUBLIC OFFICER,2020-08-05,2
2335,MOTOR VEHICLE THEFT,2020-08-05,29
2548,NARCOTICS,2020-08-05,27
5389,OFFENSE INVOLVING CHILDREN,2020-08-05,3
2693,OTHER OFFENSE,2020-08-05,25
4365,PROSTITUTION,2020-08-05,7
6721,PUBLIC PEACE VIOLATION,2020-08-05,1
3069,ROBBERY,2020-08-05,21
6103,SEX OFFENSE,2020-08-05,2
5783,STALKING,2020-08-05,2
310,THEFT,2020-08-05,114
2555,WEAPONS VIOLATION,2020-08-05,27
6195,ARSON,2020-08-06,1
1245,ASSAULT,2020-08-06,55
437,BATTERY,2020-08-06,104
2529,BURGLARY,2020-08-06,27
6951,CONCEALED CARRY LICENSE VIOLATION,2020-08-06,1
941,CRIMINAL DAMAGE,2020-08-06,69
6849,CRIMINAL SEXUAL ASSAULT,2020-08-06,1
4121,CRIMINAL TRESPASS,2020-08-06,10
1395,DECEPTIVE PRACTICE,2020-08-06,49
5515,HOMICIDE,2020-08-06,2
5836,INTIMIDATION,2020-08-06,2
1840,MOTOR VEHICLE THEFT,2020-08-06,37
2486,NARCOTICS,2020-08-06,28
6401,NON-CRIMINAL,2020-08-06,1
6288,OFFENSE INVOLVING CHILDREN,2020-08-06,1
2010,OTHER OFFENSE,2020-08-06,34
6337,PUBLIC INDECENCY,2020-08-06,1
4981,PUBLIC PEACE VIOLATION,2020-08-06,4
3031,ROBBERY,2020-08-06,22
5281,SEX OFFENSE,2020-08-06,3
170,THEFT,2020-08-06,128
2909,WEAPONS VIOLATION,2020-08-06,23
881,ASSAULT,2020-08-07,72
218,BATTERY,2020-08-07,122
2583,BURGLARY,2020-08-07,26
910,CRIMINAL DAMAGE,2020-08-07,70
4900,CRIMINAL SEXUAL ASSAULT,2020-08-07,4
4028,CRIMINAL TRESPASS,2020-08-07,11
1849,DECEPTIVE PRACTICE,2020-08-07,37
5463,HOMICIDE,2020-08-07,3
5921,INTERFERENCE WITH PUBLIC OFFICER,2020-08-07,2
6471,LIQUOR LAW VIOLATION,2020-08-07,1
3179,MOTOR VEHICLE THEFT,2020-08-07,20
2767,NARCOTICS,2020-08-07,24
5390,OFFENSE INVOLVING CHILDREN,2020-08-07,3
2664,OTHER OFFENSE,2020-08-07,25
4617,PUBLIC PEACE VIOLATION,2020-08-07,5
3917,ROBBERY,2020-08-07,13
6124,SEX OFFENSE,2020-08-07,2
5784,STALKING,2020-08-07,2
265,THEFT,2020-08-07,117
2145,WEAPONS VIOLATION,2020-08-07,32
5608,ARSON,2020-08-08,2
1368,ASSAULT,2020-08-08,50
34,BATTERY,2020-08-08,159
2261,BURGLARY,2020-08-08,31
1058,CRIMINAL DAMAGE,2020-08-08,63
4863,CRIMINAL SEXUAL ASSAULT,2020-08-08,4
4197,CRIMINAL TRESPASS,2020-08-08,9
3296,DECEPTIVE PRACTICE,2020-08-08,19
5579,HOMICIDE,2020-08-08,2
7175,INTIMIDATION,2020-08-08,1
5176,LIQUOR LAW VIOLATION,2020-08-08,3
1630,MOTOR VEHICLE THEFT,2020-08-08,42
3924,NARCOTICS,2020-08-08,13
6289,OFFENSE INVOLVING CHILDREN,2020-08-08,1
1688,OTHER OFFENSE,2020-08-08,41
2206,ROBBERY,2020-08-08,31
4962,SEX OFFENSE,2020-08-08,4
6638,STALKING,2020-08-08,1
134,THEFT,2020-08-08,132
1293,WEAPONS VIOLATION,2020-08-08,53
1111,ASSAULT,2020-08-09,60
13,BATTERY,2020-08-09,177
1788,BURGLARY,2020-08-09,39
6952,CONCEALED CARRY LICENSE VIOLATION,2020-08-09,1
684,CRIMINAL DAMAGE,2020-08-09,84
5738,CRIMINAL SEXUAL ASSAULT,2020-08-09,2
3801,CRIMINAL TRESPASS,2020-08-09,14
2998,DECEPTIVE PRACTICE,2020-08-09,22
5442,HOMICIDE,2020-08-09,3
5920,INTERFERENCE WITH PUBLIC OFFICER,2020-08-09,2
7176,INTIMIDATION,2020-08-09,1
6464,KIDNAPPING,2020-08-09,1
2456,MOTOR VEHICLE THEFT,2020-08-09,28
3923,NARCOTICS,2020-08-09,13
4854,OFFENSE INVOLVING CHILDREN,2020-08-09,4
2483,OTHER OFFENSE,2020-08-09,28
6102,PUBLIC PEACE VIOLATION,2020-08-09,2
2388,ROBBERY,2020-08-09,29
4963,SEX OFFENSE,2020-08-09,4
517,THEFT,2020-08-09,97
1826,WEAPONS VIOLATION,2020-08-09,38
6255,ARSON,2020-08-10,1
1280,ASSAULT,2020-08-10,53
225,BATTERY,2020-08-10,121
2,BURGLARY,2020-08-10,315
339,CRIMINAL DAMAGE,2020-08-10,111
4774,CRIMINAL SEXUAL ASSAULT,2020-08-10,5
4815,CRIMINAL TRESPASS,2020-08-10,4
1658,DECEPTIVE PRACTICE,2020-08-10,42
5523,HOMICIDE,2020-08-10,2
7177,INTIMIDATION,2020-08-10,1
6465,KIDNAPPING,2020-08-10,1
1793,MOTOR VEHICLE THEFT,2020-08-10,38
4296,NARCOTICS,2020-08-10,8
6290,OFFENSE INVOLVING CHILDREN,2020-08-10,1
2054,OTHER OFFENSE,2020-08-10,33
3885,PUBLIC PEACE VIOLATION,2020-08-10,13
1610,ROBBERY,2020-08-10,43
5282,SEX OFFENSE,2020-08-10,3
262,THEFT,2020-08-10,118
2645,WEAPONS VIOLATION,2020-08-10,26
6196,ARSON,2020-08-11,1
1181,ASSAULT,2020-08-11,57
302,BATTERY,2020-08-11,114
2116,BURGLARY,2020-08-11,32
1185,CRIMINAL DAMAGE,2020-08-11,57
5754,CRIMINAL SEXUAL ASSAULT,2020-08-11,2
4350,CRIMINAL TRESPASS,2020-08-11,7
2017,DECEPTIVE PRACTICE,2020-08-11,34
6893,HOMICIDE,2020-08-11,1
5918,INTERFERENCE WITH PUBLIC OFFICER,2020-08-11,2
5841,INTIMIDATION,2020-08-11,2
1799,MOTOR VEHICLE THEFT,2020-08-11,38
3679,NARCOTICS,2020-08-11,15
5391,OFFENSE INVOLVING CHILDREN,2020-08-11,3
1604,OTHER OFFENSE,2020-08-11,43
6101,PUBLIC PEACE VIOLATION,2020-08-11,2
2044,ROBBERY,2020-08-11,33
4964,SEX OFFENSE,2020-08-11,4
5785,STALKING,2020-08-11,2
282,THEFT,2020-08-11,116
2679,WEAPONS VIOLATION,2020-08-11,25
6047,ARSON,2020-08-12,2
1027,ASSAULT,2020-08-12,64
300,BATTERY,2020-08-12,115
2499,BURGLARY,2020-08-12,27
6953,CONCEALED CARRY LICENSE VIOLATION,2020-08-12,1
1010,CRIMINAL DAMAGE,2020-08-12,65
4706,CRIMINAL SEXUAL ASSAULT,2020-08-12,5
4335,CRIMINAL TRESPASS,2020-08-12,8
2065,DECEPTIVE PRACTICE,2020-08-12,33
5804,GAMBLING,2020-08-12,2
5917,INTERFERENCE WITH PUBLIC OFFICER,2020-08-12,2
7178,INTIMIDATION,2020-08-12,1
2816,MOTOR VEHICLE THEFT,2020-08-12,24
3032,NARCOTICS,2020-08-12,22
4432,OFFENSE INVOLVING CHILDREN,2020-08-12,7
2320,OTHER OFFENSE,2020-08-12,30
4600,PUBLIC PEACE VIOLATION,2020-08-12,5
2387,ROBBERY,2020-08-12,29
4612,SEX OFFENSE,2020-08-12,5
6639,STALKING,2020-08-12,1
322,THEFT,2020-08-12,113
1978,WEAPONS VIOLATION,2020-08-12,35
1159,ASSAULT,2020-08-13,58
182,BATTERY,2020-08-13,127
2729,BURGLARY,2020-08-13,25
829,CRIMINAL DAMAGE,2020-08-13,75
4697,CRIMINAL SEXUAL ASSAULT,2020-08-13,5
4199,CRIMINAL TRESPASS,2020-08-13,9
1711,DECEPTIVE PRACTICE,2020-08-13,40
5555,HOMICIDE,2020-08-13,2
4845,INTERFERENCE WITH PUBLIC OFFICER,2020-08-13,4
5177,LIQUOR LAW VIOLATION,2020-08-13,3
1966,MOTOR VEHICLE THEFT,2020-08-13,35
2166,NARCOTICS,2020-08-13,32
5392,OFFENSE INVOLVING CHILDREN,2020-08-13,3
2006,OTHER OFFENSE,2020-08-13,34
6722,PUBLIC PEACE VIOLATION,2020-08-13,1
2482,ROBBERY,2020-08-13,28
6149,SEX OFFENSE,2020-08-13,2
5184,STALKING,2020-08-13,3
257,THEFT,2020-08-13,118
1975,WEAPONS VIOLATION,2020-08-13,35
6053,ARSON,2020-08-14,2
927,ASSAULT,2020-08-14,70
209,BATTERY,2020-08-14,123
2826,BURGLARY,2020-08-14,24
1277,CRIMINAL DAMAGE,2020-08-14,54
4438,CRIMINAL SEXUAL ASSAULT,2020-08-14,7
4342,CRIMINAL TRESPASS,2020-08-14,7
2071,DECEPTIVE PRACTICE,2020-08-14,33
5041,HOMICIDE,2020-08-14,4
7179,INTIMIDATION,2020-08-14,1
6436,KIDNAPPING,2020-08-14,1
5729,LIQUOR LAW VIOLATION,2020-08-14,2
1746,MOTOR VEHICLE THEFT,2020-08-14,39
2370,NARCOTICS,2020-08-14,29
4528,OFFENSE INVOLVING CHILDREN,2020-08-14,6
2045,OTHER OFFENSE,2020-08-14,33
5000,PUBLIC PEACE VIOLATION,2020-08-14,4
2732,ROBBERY,2020-08-14,25
6735,SEX OFFENSE,2020-08-14,1
5787,STALKING,2020-08-14,2
169,THEFT,2020-08-14,128
1731,WEAPONS VIOLATION,2020-08-14,40
6050,ARSON,2020-08-15,2
1158,ASSAULT,2020-08-15,58
47,BATTERY,2020-08-15,154
2730,BURGLARY,2020-08-15,25
860,CRIMINAL DAMAGE,2020-08-15,73
6850,CRIMINAL SEXUAL ASSAULT,2020-08-15,1
4912,CRIMINAL TRESPASS,2020-08-15,4
2399,DECEPTIVE PRACTICE,2020-08-15,29
6894,HOMICIDE,2020-08-15,1
4859,INTERFERENCE WITH PUBLIC OFFICER,2020-08-15,4
6472,LIQUOR LAW VIOLATION,2020-08-15,1
2004,MOTOR VEHICLE THEFT,2020-08-15,34
4234,NARCOTICS,2020-08-15,9
5393,OFFENSE INVOLVING CHILDREN,2020-08-15,3
2034,OTHER OFFENSE,2020-08-15,34
4598,PUBLIC PEACE VIOLATION,2020-08-15,5
3249,ROBBERY,2020-08-15,20
4968,SEX OFFENSE,2020-08-15,4
6640,STALKING,2020-08-15,1
272,THEFT,2020-08-15,117
1523,WEAPONS VIOLATION,2020-08-15,45
6199,ARSON,2020-08-16,1
1138,ASSAULT,2020-08-16,59
8,BATTERY,2020-08-16,183
3680,BURGLARY,2020-08-16,15
754,CRIMINAL DAMAGE,2020-08-16,80
5482,CRIMINAL SEXUAL ASSAULT,2020-08-16,3
3900,CRIMINAL TRESPASS,2020-08-16,13
2519,DECEPTIVE PRACTICE,2020-08-16,27
5559,HOMICIDE,2020-08-16,2
7271,INTERFERENCE WITH PUBLIC OFFICER,2020-08-16,1
5178,LIQUOR LAW VIOLATION,2020-08-16,3
2626,MOTOR VEHICLE THEFT,2020-08-16,26
3997,NARCOTICS,2020-08-16,12
4855,OFFENSE INVOLVING CHILDREN,2020-08-16,4
1716,OTHER OFFENSE,2020-08-16,40
4461,PUBLIC PEACE VIOLATION,2020-08-16,6
3241,ROBBERY,2020-08-16,20
6641,STALKING,2020-08-16,1
172,THEFT,2020-08-16,128
1639,WEAPONS VIOLATION,2020-08-16,42
6200,ARSON,2020-08-17,1
1272,ASSAULT,2020-08-17,54
188,BATTERY,2020-08-17,126
3210,BURGLARY,2020-08-17,20
649,CRIMINAL DAMAGE,2020-08-17,87
4515,CRIMINAL SEXUAL ASSAULT,2020-08-17,6
4030,CRIMINAL TRESPASS,2020-08-17,11
1429,DECEPTIVE PRACTICE,2020-08-17,48
6895,HOMICIDE,2020-08-17,1
6434,KIDNAPPING,2020-08-17,1
1650,MOTOR VEHICLE THEFT,2020-08-17,42
3371,NARCOTICS,2020-08-17,18
5816,OFFENSE INVOLVING CHILDREN,2020-08-17,2
2315,OTHER OFFENSE,2020-08-17,30
5291,PUBLIC PEACE VIOLATION,2020-08-17,3
2596,ROBBERY,2020-08-17,26
6151,SEX OFFENSE,2020-08-17,2
104,THEFT,2020-08-17,137
2760,WEAPONS VIOLATION,2020-08-17,24
4700,ARSON,2020-08-18,5
1094,ASSAULT,2020-08-18,61
154,BATTERY,2020-08-18,130
3054,BURGLARY,2020-08-18,21
785,CRIMINAL DAMAGE,2020-08-18,78
6851,CRIMINAL SEXUAL ASSAULT,2020-08-18,1
3899,CRIMINAL TRESPASS,2020-08-18,13
1403,DECEPTIVE PRACTICE,2020-08-18,49
5428,HOMICIDE,2020-08-18,3
6473,LIQUOR LAW VIOLATION,2020-08-18,1
2226,MOTOR VEHICLE THEFT,2020-08-18,31
3614,NARCOTICS,2020-08-18,16
4856,OFFENSE INVOLVING CHILDREN,2020-08-18,4
2227,OTHER OFFENSE,2020-08-18,31
6723,PUBLIC PEACE VIOLATION,2020-08-18,1
2598,ROBBERY,2020-08-18,26
5275,SEX OFFENSE,2020-08-18,3
227,THEFT,2020-08-18,121
3268,WEAPONS VIOLATION,2020-08-18,19
4753,ARSON,2020-08-19,5
